id,authors,title,year,venue,entityUrl
2057,"Songting Chen, Andreas Koeller, Elke A. Rundensteiner, Xin Zhang, Jun Chen",DyDa: Data Warehouse Maintenance in Fully Concurrent Environments,2001,SIGMOD Conference,conf/sigmod/ChenZCKR01
2058,"Lukasz Golab, M. Tamer �zsu",Processing Sliding Window Multi-Joins in Continuous Queries over Data Streams,2003,VLDB,conf/vldb/GolabO03
2059,Sunita Sarawagi,User-cognizant multidimensional analysis,2001,VLDB J.,journals/vldb/Sarawagi01
2060,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",Bluetooth-based sensor networks,2003,SIGMOD Record,journals/sigmod/BonnetBDL03
2061,"Garth A. Gibson, Erik Riedel, Christos Faloutsos",Active Storage for Large-Scale Data Mining and Multimedia,1998,VLDB,conf/vldb/RiedelGF98
2062,"Junghoo Cho, Hector Garcia-Molina",The Evolution of the Web and Implications for an Incremental Crawler,2000,VLDB,conf/vldb/ChoG00
2063,"Angela Bonifati, Cosmin Cremarenco, Tova Milo, Gregory Cobena, Ioana Manolescu, Florin Dragan, J�r�me Baumgarten, Nicoleta Preda, Serge Abiteboul",Managing Distributed Workspaces with Active XML,2003,VLDB,conf/vldb/AbiteboulBBCCDMMP03
2064,"Timos K. Sellis, Dimitri Theodoratos",Data Warehouse Configuration,1997,VLDB,conf/vldb/TheodoratosS97
2065,Leonid Libkin,Database Principles Column - Introduction,1999,SIGMOD Record,journals/sigmod/Libkin99a
2066,"Arunprasad P. Marathe, Kenneth Salem",A Language for Manipulating Arrays,1997,VLDB,conf/vldb/MaratheS97
2067,Sriram Padmanabhan,Extracting Large Data Sets using DB2 Parallel Edition,1996,VLDB,conf/vldb/Padmanabhan96
2068,"Hector Garcia-Molina, Himanshu Gupta, Wilburt Labio, Yue Zhuge, Janet L. Wiener, Jennifer Widom",The WHIPS Prototype for Data Warehouse Creation and Maintenance,1997,SIGMOD Conference,conf/sigmod/LabioZWGGW97
2069,"Gerhard Weikum, Alon Y. Levy, Divesh Srivastava, Eric Simon, Patrick E. O'Neil, Victor Vianu, Kenneth A. Ross, Christos Faloutsos",Reminiscences on Influential Papers,2000,SIGMOD Record,journals/sigmod/RossFLOSSVW00
2070,"Stratis Viglas, Josef Burger, Leonidas Galanis, Jeffrey F. Naughton, Alan Halverson, Rajasekar Krishnamurthy, David J. DeWitt, Feng Tian, Ameet Kini, Yuan Wang, Ajith Nagaraja Rao",Mixed Mode XML Query Processing,2003,VLDB,conf/vldb/HalversonBKKRTVWND03
2071,"Chung-Min Chen, Nick Roussopoulos",Adaptive Selectivity Estimation Using Query Feedback,1994,SIGMOD Conference,conf/sigmod/ChenR94
2072,Edward E. Cobb,The Impact of Technology on Commercial Transaction Processing,1997,VLDB J.,journals/vldb/Cobb97
2073,"Peter M. Schwarz, Laura M. Haas, Vanja Josifovski, Eileen Tien Lin",Garlic: a new flavor of federated query processing for DB2,2002,SIGMOD Conference,conf/sigmod/JosifovskiSHL02
2074,"Tiziana Catarci, John Cardiff, Giuseppe Santucci",Graphical Interaction with Heterogeneous Databases,1997,VLDB J.,journals/vldb/CatarciSC97
2075,Themistoklis Palpanas,Knowledge Discovery in Data Warehouses,2000,SIGMOD Record,journals/sigmod/Palpanas00
2076,"Laks V. S. Lakshmanan, Fr�d�ric Gingras",nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,1998,VLDB,conf/vldb/GingrasL98
2077,"Eike Schallehn, Ingolf Geist, Kai-Uwe Sattler",QUIET: Continuous Query-driven Index Tuning,2003,VLDB,conf/vldb/SattlerGS03
2078,"Seth J. White, David J. DeWitt",Implementing Crash Recovery in QuickStore: A Performance Study,1995,SIGMOD Conference,conf/sigmod/WhiteD95
2079,"David Shutt, Jason Zander, Brian Harry, Paul Sanders, Philip A. Bernstein",The Microsoft Repository,1997,VLDB,conf/vldb/BernsteinHSSZ97
2080,Akmal B. Chaudhri,An Annotated Bibliography of Benchmarks for Object Databases,1995,SIGMOD Record,journals/sigmod/Chaudhri95
2081,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang",Efficient Structural Joins on Indexed XML Documents,2002,VLDB,conf/vldb/ChienVZTZ02
2082,Werner Kie�ling,Foundations of Preferences in Database Systems,2002,VLDB,conf/vldb/Kiessling02
2083,"Fernando Berzal Galiano, Nicol�s Mar�n",Data Mining: Concepts and Techniques - Book Review,2002,SIGMOD Record,journals/sigmod/BerzalM02
2084,"Abraham Silberschatz, Sumit Ganguly, Yossi Matias, Phillip B. Gibbons",Bifocal Sampling for Skew-Resistant Join Size Estimation,1996,SIGMOD Conference,conf/sigmod/GangulyGMS96
2085,"Bertram Lud�scher, Pratik Mukhopadhyay, Yannis Papakonstantinou",A Transducer-Based XML Query Processor,2002,VLDB,conf/vldb/LudascherMP02
2086,"Anuradha Bhamidipaty, Sunita Sarawagi, Chandra Mouli, Alok Kirpal",ALIAS: An Active Learning led Interactive Deduplication System,2002,VLDB,conf/vldb/SarawagiBKM02
2087,"Dimitris Papadias, Timos K. Sellis, Yannis Theodoridis, Max J. Egenhofer",Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees,1995,SIGMOD Conference,conf/sigmod/PapadiasTSE95
2088,"Bernhard Zeller, Alfons Kemper",Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations,2002,VLDB,conf/vldb/ZellerK02
2089,"Johann Christoph Freytag, Ulrike Jaeger",An Annotated Bibliography on Active Databases,1995,SIGMOD Record,journals/sigmod/JaegerF95
2090,"Pradeep Shenoy, Philip Bohannon, P. P. S. Narayan, Henry F. Korth, Sumit Ganguly",Optimizing View Queries in ROLEX to Support Navigable Result Trees,2002,VLDB,conf/vldb/BohannonGKNS02
2091,"Fei Sha, Tatiana Chan-Sine-Ying, Georges Gardarin, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Luc Bouganim",Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,1999,VLDB,conf/vldb/BouganimCDDGS99
2092,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",OFL: A Functional Execution Model for Object Query Languages,1995,SIGMOD Conference,conf/sigmod/GardarinMP95
2093,"Tiziana Catarci, Isabel F. Cruz","Information Visualization, Guest Editors' Foreword",1996,SIGMOD Record,journals/sigmod/CatarciC96
2094,"Philip A. Bernstein, Patrick E. O'Neil, Hal Berenson, Elizabeth J. O'Neil, Jim Melton, Jim Gray",A Critique of ANSI SQL Isolation Levels,1995,SIGMOD Conference,conf/sigmod/BerensonBGMOO95
2095,"Oliver Po, Divyakant Agrawal, Radu Sion, Wen-Syan Li, Wang-Pin Hsiung, Dmitri V. Kalashnikov, K. Sel�uk Candan",Issues and Evaluations of Caching Solutions for Web Application Acceleration,2002,VLDB,conf/vldb/LiHKSPAC02
2096,"Alexandros Labrinidis, Nick Roussopoulos",Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,2000,SIGMOD Record,journals/sigmod/LabrinidisR00
2097,"Jochen Doppelhammer, Donald Kossmann, Thomas H�ppler, Alfons Kemper",Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),1997,SIGMOD Conference,conf/sigmod/DoppelhammerHKK97
2098,Azer Bestavros,Advances in Real-Time Database Systems Research,1996,SIGMOD Record,journals/sigmod/Bestavros96
2099,"David J. DeWitt, Navin Kabra",OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization,1999,VLDB J.,journals/vldb/KabraD99
2100,Sudarshan S. Chawathe,Comparing Hierarchical Data in External Memory,1999,VLDB,conf/vldb/Chawathe99
2101,"Jim Melton, Andrew Eisenberg",Standards in Practice,1998,SIGMOD Record,journals/sigmod/EisenbergM98
2102,"S. Sudarshan, H. V. Jagadish, Rajeev Rastogi, Abraham Silberschatz, Daniel F. Lieuwen",Dal�: A High Performance Main Memory Storage Manager,1994,VLDB,conf/vldb/JagadishLRSS94
2103,"Narain H. Gehani, William D. Roome, H. V. Jagadish",OdeFS: A File System Interface to an Object-Oriented Database,1994,VLDB,conf/vldb/GehaniJR94
2104,Leonid Libkin,"Some Remarks on Variable Independence, Closure, and Orthographic Dimension in Constraint Databases",1999,SIGMOD Record,journals/sigmod/Libkin99
2105,"Sin Yeung Lee, Tok Wang Ling",Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,1996,VLDB,conf/vldb/LeeL96
2106,"Eric Simon, Esther Pacitti, Pascale Minet",Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,1999,VLDB,conf/vldb/PacittMS99
2107,Dieter Gawlick,Scalablity and Availability in Oracle7 7.3,1996,VLDB,conf/vldb/Gawlick96
2108,"Raymond T. Ng, Edwin M. Knorr",Algorithms for Mining Distance-Based Outliers in Large Datasets,1998,VLDB,conf/vldb/KnorrN98
2109,"Chun Zhang, Guy M. Lohman, Jun Rao, Nimrod Megiddo",Automating physical database design in a parallel database,2002,SIGMOD Conference,conf/sigmod/RaoZML02
2110,"Christos Faloutsos, Byoung-Kee Yi",Fast Time Sequence Indexing for Arbitrary Lp Norms,2000,VLDB,conf/vldb/YiF00
2111,"Themis Panayiotopoulos, Efstathios V. Ioannidis, Constantine D. Spyropoulos, Stavros Kokkotos",On the Issue of Valid Time(s) in Temporal Databases,1995,SIGMOD Record,journals/sigmod/KokkotosIPS95
2112,"Jennifer Widom, Elena Baralis",An Algebraic Approach to Rule Analysis in Expert Database Systems,1994,VLDB,conf/vldb/BaralisW94
2113,"Dan Suciu, Rada Chirkova, Alon Y. Halevy",A Formal Perspective on the View Selection Problem,2001,VLDB,conf/vldb/ChirkovaHS01
2114,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,1999,SIGMOD Record,journals/sigmod/ForteHWDCVHFS99
2115,"C. Mohan, Joseph M. Hellerstein, Marcel Kornacker",Concurrency and Recovery in Generalized Search Trees,1997,SIGMOD Conference,conf/sigmod/KornackerMH97
2116,"S. Sudarshan, Arvind Hulgeri",Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,2002,VLDB,conf/vldb/HulgeriS02
2117,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",Approximate String Joins in a Database (Almost) for Free,2001,VLDB,conf/vldb/GravanoIJKMS01
2118,Arie Segev,Editor's (Farewell) Notes,1995,SIGMOD Record,journals/sigmod/Segev95
2119,"Viswanath Poosala, Yannis E. Ioannidis",Histogram-Based Approximation of Set-Valued Query-Answers,1999,VLDB,conf/vldb/IoannidisP99
2120,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",To Weave the Web,1997,VLDB,conf/vldb/AtzeniMM97
2121,"Ashok Joshi, N. MacNaughton, Juan Loaiza, M. Keihl, Tirthankar Lahiri, William Bridge",The Oracle Universal Server Buffer,1997,VLDB,conf/vldb/BridgeJKLLM97
2122,"Ioana Stanoi, Amr El Abbadi, Divyakant Agrawal, Mirek Riedewald",Discovery of Influence Sets in Frequently Updated Databases,2001,VLDB,conf/vldb/StanoiRAA01
2123,Ling Liu,Editor's Notes,2001,SIGMOD Record,journals/sigmod/Liu01
2124,"Naci Ishakbeyoglu, Z. Meral �zsoyoglu",Maintenance of Implication Integrity Constraints Under Updates to Constraints,1998,VLDB J.,journals/vldb/IshakbeyogluO98
2125,"Mark R. Tuttle, David B. Lomet",Redo Recovery after System Crashes,1995,VLDB,conf/vldb/LometT95
2126,"Hamid Pirahesh, C. Mohan, Jeffrey F. Naughton, Sailesh Krishnamurthy, Honguk Woo, Qiong Luo, Bruce G. Lindsay",Middle-tier database caching for e-business,2002,SIGMOD Conference,conf/sigmod/LuoKMPWLN02
2127,J. D. Tygar,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,1998,VLDB,conf/vldb/Tygar98
2128,"Ouri Wolfson, Yixiu Huang, Sushil Jajodia",An Adaptive Data Replication Algorithm,1997,ACM Trans. Database Syst.,journals/tods/WolfsonJH97
2129,"Iakovos Motakis, Carlo Zaniolo",Temporal Aggregation in Active Database Rules,1997,SIGMOD Conference,conf/sigmod/MotakisZ97
2130,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",Generalized Search Trees for Database Systems,1995,VLDB,conf/vldb/HellersteinNP95
2131,Jennifer Widom,Editor's Notes,1995,SIGMOD Record,journals/sigmod/Widom95a
2132,"Ashok Joshi, Ron Weiss, Amit Ganesh, Tirthankar Lahiri",Fast-Start: Quick Fault Recovery in Oracle,2001,SIGMOD Conference,conf/sigmod/LahiriG01
2133,"Matthias Jarke, Stephan Jacobs, Michael Gebhardt",A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,1997,SIGMOD Conference,conf/sigmod/GebhardtJJ97
2134,Xiaolei Qian,"Announcements from NSF, NASA, and Elsewhere",1994,SIGMOD Record,journals/sigmod/Qian94a
2135,"Phillip B. Gibbons, Gary Valentin, Todd C. Mowry, Shimin Chen",Fractal prefetching B�Trees: optimizing both cache and disk performance,2002,SIGMOD Conference,conf/sigmod/ChenGMV02
2136,"Ren�e J. Miller, Mauricio A. Hern�ndez, Laura M. Haas",Schema Mapping as Query Discovery,2000,VLDB,conf/vldb/MillerHH00
2137,Hamid Pirahesh,Object-Oriented Features of DB2 Client/Server,1994,SIGMOD Conference,conf/sigmod/Pirahesh94
2138,"Rainer A. Sommer, David Bailey, Thomas R. Gulledge",The n-Tier Hub Technology,2002,SIGMOD Record,journals/sigmod/SommerGB02
2139,William W. Cohen,Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity,1998,SIGMOD Conference,conf/sigmod/Cohen98
2140,"Phillip B. Gibbons, Yossi Matias",New Sampling-Based Summary Statistics for Improving Approximate Query Answers,1998,SIGMOD Conference,conf/sigmod/GibbonsM98
2141,"Donald Kossmann, Michael J. Franklin, Bj�rn ��r J�nsson",Performance Tradeoffs for Client-Server Query Processing,1996,SIGMOD Conference,conf/sigmod/FranklinJK96
2142,"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos, Yannis Drougas",Selective information dissemination in P2P networks: problems and solutions,2003,SIGMOD Record,journals/sigmod/KoubarakisTID03
2143,"Surajit Chaudhuri, Ashraf Aboulnaga",Self-tuning Histograms: Building Histograms Without Looking at Data,1999,SIGMOD Conference,conf/sigmod/AboulnagaC99
2144,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",Lore: A Database Management System for Semistructured Data,1997,SIGMOD Record,journals/sigmod/McHughAGQW97
2145,David W. Adler,DB2 Spatial Extender - Spatial data within the RDBMS,2001,VLDB,conf/vldb/Adler01
2146,"S. Muthukrishnan, Nick Koudas, Piotr Indyk",Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,2000,VLDB,conf/vldb/KoudasIM00
2147,"Dennis Shasha, Yunyue Zhu",Warping Indexes with Envelope Transforms for Query by Humming,2003,SIGMOD Conference,conf/sigmod/ZhuS03
2148,"L. Pedro, V. Kotov, I. Papadopoulos, L. Mapelli, A. Ribeiro, A. Amorim, R. Hart, M. Nassiakou, H. Wolters, N. Parrington, D. Liko, Yu. Ryabov, R. Jones, I. Alexandrov, L. Lucio, I. Soloviev, M. Caprini, E. Badescu, S. Kolos, M. Dobson, L. Moneta, D. Schweiger, M. Barczyk, A. Kazarov, D. Burckhart-Chromek, M. Mineev, J. Flammer",OBK - An Online High Energy Physics' Meta-Data Repository,2002,VLDB,conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02
2149,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",A Top-Down Approach for Two Level Serializability,1994,VLDB,conf/vldb/OuzzaniAB94
2150,"Sacha Berger, Christoph Wieser, Sebastian Schaffert, Fran�ois Bry",Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data,2003,VLDB,conf/vldb/BergerBSW03
2151,Leonidas Fegaras,Query Unnesting in Object-Oriented Databases,1998,SIGMOD Conference,conf/sigmod/Fegaras98
2152,"Jochen Van den Bercken, Bernhard Seeger",An Evaluation of Generic Bulk Loading Techniques,2001,VLDB,conf/vldb/BerckenS01
2153,Nam Huyn,Scientific OLAP for the Biotech Domain,2001,VLDB,conf/vldb/Huyn01
2154,"Ramakrishnan Srikant, Rakesh Agrawal",Privacy-Preserving Data Mining,2000,SIGMOD Conference,conf/sigmod/AgrawalS00
2155,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",Evaluating Probabilistic Queries over Imprecise Data,2003,SIGMOD Conference,conf/sigmod/ChengKP03
2156,"Sunil Prabhakar, Reynold Cheng",Managing uncertainty in sensor database,2003,SIGMOD Record,journals/sigmod/ChengP03
2157,"Richard R. Muntz, Leana Golubchik, Steven Berson",Fault Tolerant Design of Multimedia Servers,1995,SIGMOD Conference,conf/sigmod/BersonGM95
2158,C. J. Date,Edgar F. Codd: a tribute and personal memoir,2003,SIGMOD Record,journals/sigmod/Date03
2159,"Meikel P�ss, Chris Floyd",New TPC Benchmarks for Decision Support and Web Commerce,2000,SIGMOD Record,journals/sigmod/PoessF00
2160,"Ramaraju Kalidindi, Vijay Kumar, Rajgopal Kannan, S. Sitharama Iyengar",Energy and rate based MAC protocol for wireless sensor networks,2003,SIGMOD Record,journals/sigmod/KannanKIK03
2161,"Clement T. Yu, Weiyi Meng, George Philip",Distributed Top-N Query Processing with Possibly Uncooperative Local Systems,2003,VLDB,conf/vldb/YuPM03
2162,"Jignesh M. Patel, Laurie Hammel",Searching on the Secondary Structure of Protein Sequences,2002,VLDB,conf/vldb/HammelP02
2163,Karl Aberer,Guest editor's introduction,2003,SIGMOD Record,journals/sigmod/Aberer03c
2164,"Arvind Nithrakashyap, Rajendran M. Sivasankaran, Jayavel Shanmugasundaram, Krithi Ramamritham",Efficient Concurrency Control for Broadcast Environments,1999,SIGMOD Conference,conf/sigmod/ShanmugasundaramNSR99
2165,"Margaret H. Dunham, Abdelsalam Helal",Mobile Computing and Databases: Anything New?,1995,SIGMOD Record,journals/sigmod/DunhamH95a
2166,"Leslie D. Fife, Le Gruenwald",Research issues for data communication in mobile ad-hoc network database systems,2003,SIGMOD Record,journals/sigmod/FifeG03
2167,"Ren�e J. Miller, Yuping Yang",Association Rules over Interval Data,1997,SIGMOD Conference,conf/sigmod/YangM97
2168,"Jun Zhang, Dimitris Papadias, Manli Zhu, Yufei Tao, Dik Lun Lee",Location-based Spatial Queries,2003,SIGMOD Conference,conf/sigmod/ZhangZPTL03
2169,"Val�rie Issarny, Patrick Valduriez, Khaled Yagoub, Daniela Florescu",Building and Customizing Data-Intensive Web Sites Using Weave,2000,VLDB,conf/vldb/YagoubFIV00a
2170,"Luis Gravano, Nicolas Bruno, Surajit Chaudhuri",STHoles: A Multidimensional Workload-Aware Histogram,2001,SIGMOD Conference,conf/sigmod/BrunoCG01
2171,"Jeroen Hoppenbrouwers, Mike P. Papazoglou",Contextualizing the Information Space in Federated Digital Libraries,1999,SIGMOD Record,journals/sigmod/PapazoglouH99
2172,"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",Databases and Workflow Management: What is it All About? (Panel),1995,VLDB,conf/vldb/ReuterCGSW95
2173,Leonard J. Seligman,Industry Perspectives,1997,SIGMOD Record,journals/sigmod/Seligman97
2174,"Laks V. S. Lakshmanan, Jian Pei, Jiawei Han",Quotient Cube: How to Summarize the Semantics of a Data Cube,2002,VLDB,conf/vldb/LakshmananPH02
2175,"Charu C. Aggarwal, Philip S. Yu",Finding Generalized Projected Clusters In High Dimensional Spaces,2000,SIGMOD Conference,conf/sigmod/AggarwalY00
2176,Marianne Winslett,Hector Garcia-Molina Speaks Out,2002,SIGMOD Record,journals/sigmod/Winslett02b
2177,"James J. Lu, Guido Moerkotte, Joachim Sch�, V. S. Subrahmanian",Efficient Maintenance of Materialized Mediated Views,1995,SIGMOD Conference,conf/sigmod/LuMSS95
2178,"Rainer Gallersd�rfer, Matthias Nicola",Improving Performance in Replicated Databases through Relaxed Coherency,1995,VLDB,conf/vldb/GallersdorferN95
