venue,title,year,authors,entityUrl
ACM Trans. Database Syst.,Temporal FDs on Complex Objects,1999,Jef Wijsen,journals/tods/Wijsen99
SIGMOD Record,Condition Handling in SQL Persistent Stored Modules,1995,Jeff Richey,journals/sigmod/Richey95
SIGMOD Conference,Materialized View Selection and Maintenance Using Multi-Query Optimization,2001,"Krithi Ramamritham, Hoshi Mistry, Prasan Roy, S. Sudarshan",conf/sigmod/MistryRSR01
SIGMOD Conference,Wave-Indices: Indexing Evolving Databases,1997,"Hector Garcia-Molina, Narayanan Shivakumar",conf/sigmod/ShivakumarG97
VLDB,Phrase Matching in XML,2003,"Sihem Amer-Yahia, Mary F. Fernandez, Yu Xu, Divesh Srivastava",conf/vldb/Amer-YahiaFSX03
SIGMOD Conference,Similarity Query Processing Using Disk Arrays,1998,"Apostolos Papadopoulos, Yannis Manolopoulos",conf/sigmod/PapadopoulosM98
SIGMOD Record,Interview with Jim Gray,2003,Marianne Winslett,journals/sigmod/Winslett03
SIGMOD Conference,Selectivity Estimation in Spatial Databases,1999,"Viswanath Poosala, Sridhar Ramaswamy, Swarup Acharya",conf/sigmod/AcharyaPR99
VLDB,Chip-Secured Data Access: Confidential Data on Untrusted Servers,2002,"Philippe Pucheral, Luc Bouganim",conf/vldb/BouganimP02
ACM Trans. Database Syst.,Editorial,2001,Richard T. Snodgrass,journals/tods/Snodgrass01a
VLDB,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,1998,"Sven Helmer, Guido Moerkotte, Till Westmann",conf/vldb/HelmerWM98
VLDB,Demonstration: Enabling Scalable Online Personalization on the Web,2000,"Debra E. VanderMeer, Krithi Ramamritham, Anindya Datta, Kaushik Dutta, Helen M. Thomas",conf/vldb/DuttaDMRT00
SIGMOD Conference,The Garlic Project,1996,"Manish Arya, Mary Tork Roth, Laura M. Haas, Joachim Thomas II, Michael J. Carey, Edward L. Wimmers, Peter M. Schwarz, William F. Cody, Ronald Fagin",conf/sigmod/RothAHCCFSTW96
VLDB,Database De-Centralization - A Practical Approach,1995,"C�sar A. Galindo-Legaria, Eirik Dahle, Tor Didriksen",conf/vldb/DidriksenGD95
VLDB,Towards an ODMG-Compliant Visual Object Query Language,1997,"Manoj Chavda, Peter T. Wood",conf/vldb/ChavdaW97
SIGMOD Record,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,1999,"Eric N. Hanson, Lloyd Noronha",journals/sigmod/HansonN99
VLDB,Recovering Information from Summary Data,1997,"Nikolaos Sidiropoulos, Christos Faloutsos, H. V. Jagadish",conf/vldb/FaloutsosJS97
VLDB,Efficient Construction of Regression Trees with Range and Region Splitting,1997,"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii",conf/vldb/MorimotoIM97
SIGMOD Record,Interview with Pat Selinger,2003,Marianne Winslett,journals/sigmod/Winslett03c
SIGMOD Conference,Belief Reasoning in MLS Deductive Databases,1999,Hasan M. Jamil,conf/sigmod/Jamil99
VLDB,"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases",1997,"Byron Dom, Rakesh Agrawal, Prabhakar Raghavan, Soumen Chakrabarti",conf/vldb/ChakrabartiDAR97
VLDB,Experiences in Federated Databases: From IRO-DB to MIRO-Web,1998,"Anthony Tomasic, Peter Fankhauser, J. Mu�oz, M. Lopez, Georges Gardarin",conf/vldb/FankhauserGLMT98
VLDB,Data Stream Query Processing: A Tutorial,2003,"Divesh Srivastava, Nick Koudas",conf/vldb/KoudasS03
VLDB J.,Erratum: A Database Model for Object Dynamics,1997,"Mike P. Papazoglou, Bernd J. Kr�mer",journals/vldb/PapazogluK97a
SIGMOD Conference,Data Extraction and Transformation for the Data Warehouse,1995,Cass Squire,conf/sigmod/Squire95
SIGMOD Conference,Secure and Portable Database Extensibility,1998,"Tobias Mayr, Thorsten von Eicken, Michael W. Godfrey, Praveen Seshadri",conf/sigmod/GodfreySE98
SIGMOD Conference,Balancing Histogram Optimality and Practicality for Query Result Size Estimation,1995,"Yannis E. Ioannidis, Viswanath Poosala",conf/sigmod/IoannidisP95
SIGMOD Conference,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,2000,"Yuan Wang, Feng Tian, David J. DeWitt, Jianjun Chen",conf/sigmod/ChenJDTW00
VLDB,Fast Incremental Indexing for Full-Text Information Retrieval,1994,"W. Bruce Croft, James P. Callan, Eric W. Brown",conf/vldb/BrownCC94
SIGMOD Record,Reminiscences on Influential Papers,2003,"Kenneth A. Ross, Beng Chin Ooi, Frank Neven",journals/sigmod/RossNO03
VLDB,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,1994,"B. Sreenath, S. Seshadri",conf/vldb/SreenathS94
SIGMOD Record,Medical Information Systems: Characterization and Challenges,1994,"Lynn L. Peterson, Jorge C. G. Ramirez, Lon A. Smith",journals/sigmod/RamirezSP94
SIGMOD Conference,Concept Based Design of Data Warehouses: The DWQ Demonstrators,2000,"Panos Vassiliadis, Spyros Ligoudistianos, Diego Calvanese, Christoph Quix, Maurizio Lenzerini, Matthias Jarke, Enrico Franconi, Yannis Vassiliou",conf/sigmod/JarkeQCLFLVV00
SIGMOD Record,WebDB '98: International Workshop on the Web and Databases,1998,"Alberto O. Mendelzon, Paolo Atzeni",journals/sigmod/AtzeniM98
SIGMOD Record,"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc",1994,Object Database Management Group,journals/sigmod/Group94
VLDB,Selectivity Estimation Without the Attribute Value Independence Assumption,1997,"Viswanath Poosala, Yannis E. Ioannidis",conf/vldb/PoosalaI97
VLDB,The History of Histograms (abridged),2003,Yannis E. Ioannidis,conf/vldb/Ioannidis03
SIGMOD Record,Evolution and Change in Data Management - Issues and Directions,2000,"Kathleen Hornsby, Heidi Gregersen, Lex Wedemeijer, Tomi M�nnist�, John F. Roddick, Florida Estrella, Federica Mandreoli, Marlon Dumas, Lina Al-Jadir, Enric Mayol, Leopoldo E. Bertossi, Jens Lufter",journals/sigmod/RoddickABDEGHLMMMW00
VLDB,An Efficient Method for Performing Record Deletions and Updates Using Index Scans,2002,C. Mohan,conf/vldb/Mohan02a
SIGMOD Record,A Study on the Management of Semantic Transaction for Efficient Data Retrieval,2002,"Chih-He Li, Irene S. Y. Kwan, Shi-Ming Huang",journals/sigmod/HuangKL02
SIGMOD Record,Relational data sharing in peer-based data management systems,2003,"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",journals/sigmod/OoiST03
VLDB,Views in a Large Scale XML Repository,2001,"Dan Vodislav, Sophie Cluet, Pierangelo Veltri",conf/vldb/VeltriCV01
VLDB J.,A Database Model for Object Dynamics,1997,"Mike P. Papazoglou, Bernd J. Kr�mer",journals/vldb/PapazogluK97
VLDB,The BEA/XQRL Streaming XQuery Processor,2003,"Geetika Agrawal, Paul Lucas, Arvind Sundararajan, Fabio Riccardi, Michael J. Carey, Daniela Florescu, Donald Kossmann, Till Westmann, Chris Hillery",conf/vldb/FlorescuHKLRWCSA03
VLDB,Describing and Using Query Capabilities of Heterogeneous Sources,1997,"Yannis Papakonstantinou, Vasilis Vassalos",conf/vldb/VassalosP97
SIGMOD Record,The Asilomar Report on Database Research,1998,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh",journals/sigmod/BernsteinBCDFGGHHJLMNPSU98
VLDB,PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning,1998,"Kyuseok Shim, Rajeev Rastogi",conf/vldb/RastogiS98
VLDB,Efficient Exploration of Large Scientific Databases,2002,"Gustavo Alonso, Etzard Stolte",conf/vldb/StolteA02
VLDB J.,A Predicate-based Caching Scheme for Client-Server Database Architectures,1996,"Julie Basu, Arthur M. Keller",journals/vldb/KellerB96
SIGMOD Record,A Database Approach to Quality of Service Specification in Video Databases,2003,"Mohand-Said Hacid, Elisa Bertino, Ahmed K. Elmagarmid",journals/sigmod/BertinoEH03
VLDB,On Optimal Node Splitting for R-trees,1998,"Yv�n J. Garc�a, Scott T. Leutenegger, Mario A. Lopez",conf/vldb/GarciaLL98
VLDB,An Overview of Repository Technology,1994,"Philip A. Bernstein, Umeshwar Dayal",conf/vldb/BernsteinD94
SIGMOD Conference,Hypergraph Based Reorderings of Outer Join Queries with Complex Predicates,1995,"Gautam Bhargava, Balakrishna R. Iyer, Piyush Goel",conf/sigmod/BhargavaGI95
ACM Trans. Database Syst.,Amalgamating Knowledge Bases,1994,V. S. Subrahmanian,journals/tods/Subrahmanian94
VLDB,Filtering with Approximate Predicates,1998,"Hector Garcia-Molina, Narayanan Shivakumar, Chandra Chekuri",conf/vldb/ShivakumarGC98
VLDB,Semantic Compression and Pattern Extraction with Fascicles,1999,"J. Madar, Raymond T. Ng, H. V. Jagadish",conf/vldb/JagadishMN99
VLDB J.,PicoDBMS: Scaling down database techniques for the smartcard,2001,"Patrick Valduriez, Philippe Pucheral, Christophe Bobineau, Luc Bouganim",journals/vldb/PucheralBVB01
VLDB,Relating Distributed Objects,1994,"R. G. G. Cattell, Bruce E. Martin",conf/vldb/MartinC94
VLDB,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,1999,"M. Tamer �zsu, Kaladhar Voruganti, Ronald C. Unrau",conf/vldb/VorugantiOU99
SIGMOD Record,"Integrating Temporal, Real-Time, and Active Databases",1996,"John A. Stankovic, Krithi Ramamritham, Ming Xiong, Rajendran M. Sivasankaran, Donald F. Towsley",journals/sigmod/RamamrithamSSTX96
SIGMOD Conference,Efficient View Maintenance at Data Warehouses,1997,"Tolga Yurek, Divyakant Agrawal, Amr El Abbadi, Ambuj K. Singh",conf/sigmod/AgrawalASY97
ACM Trans. Database Syst.,Efficient dynamic mining of constrained frequent sets,2003,"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung",journals/tods/LakshmananLN03
SIGMOD Record,"Agents, Turst, and Information Access on the Semantic Web",2002,"Timothy W. Finin, Anupam Joshi",journals/sigmod/FininJ02
SIGMOD Conference,Template-Based Wrappers in the TSIMMIS System,1997,"Joachim Hammer, Hector Garcia-Molina, Svetlozar Nestorov, Ramana Yerneni, Markus M. Breunig, Vasilis Vassalos",conf/sigmod/HammerGNYBV97
VLDB,Geo/Environmental and Medical Data Management in the RasDaMan System,1997,"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch",conf/vldb/BaumannFRW97
SIGMOD Record,Journal relevance,2003,Richard T. Snodgrass,journals/sigmod/Snodgrass03b
SIGMOD Conference,Holistic twig joins: optimal XML pattern matching,2002,"Divesh Srivastava, Nick Koudas, Nicolas Bruno",conf/sigmod/BrunoKS02
SIGMOD Conference,Maintenance of Automatic Summary Tables,2000,"Richard Sidle, Wolfgang Lehner, Hamid Pirahesh, Roberta Cochrane",conf/sigmod/LehnerSPC00
VLDB,Challenges for Global Information Systems,1994,"Alon Y. Levy, Divesh Srivastava, Abraham Silberschatz, Maria Zemankova",conf/vldb/LevySSZ94
SIGMOD Record,Mediator Languages - a Proposal for a Standard,1997,"Peter Buneman, Louiqa Raschid, Jeffrey D. Ullman",journals/sigmod/BunemanRU97
VLDB,XML Repository and Active Views Demonstration,1999,"Bruno Tessier, Am�lie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Fr�d�ric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, S�bastien Ailleret, Tova Milo, Cassio Souza dos Santos",conf/vldb/AbiteboulAAACHHMMMMSTV99
SIGMOD Record,Semantic B2B Integration: Issues in Ontology-based Applications,2002,"Zhan Cui, Paul O'Brien, Dean M. Jones",journals/sigmod/CuiJO02
VLDB J.,Estimating Page Fetches for Index Scans with Finite LRU Buffers,1995,"K. Bernhard Schiefer, Arun N. Swami",journals/vldb/SwamiS95
SIGMOD Conference,A Language Based Multidatabase System,1994,"Konrad Schwarz, eva K�hn, Thomas Tschernko",conf/sigmod/KuhnTS94
VLDB J.,A Pattern-Based Object Calculus,1994,"Stanley Y. W. Su, Nabil Kamel, Ping Wu",journals/vldb/KamelWS94
VLDB J.,Title,1995,?,journals/vldb/C95a
SIGMOD Record,SQL/CLI - A New Binding Style for SQL,1995,"Murali Venkatrao, Michael Pizzo",journals/sigmod/VenkatraoP95
SIGMOD Record,A Study on Data Point Search for HG-Trees,1999,"Paul H. Lewis, Joseph Kuan",journals/sigmod/KuanL99
VLDB,Object Fusion in Mediator Systems,1996,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul",conf/vldb/PapakonstantinouAG96
VLDB,ServiceGlobe: Distributing E-Services Across the Internet,2002,"Konrad Stocker, Alfons Kemper, Stefan Seltzsam, Markus Keidl",conf/vldb/KeidlSSK02
VLDB,Massive Stochastic Testing of SQL,1998,Donald R. Slutz,conf/vldb/Slutz98
SIGMOD Conference,Efficiently Mining Long Patterns from Databases,1998,Roberto J. Bayardo Jr.,conf/sigmod/Bayardo98
VLDB,"Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method",1998,"Gerhard Weikum, Peter Muth, Patrick E. O'Neil, Achim Pick",conf/vldb/MuthOPW98
VLDB,OASIS: An Online and Accurate Technique for Local-alignment Searches on Biological Sequences,2003,"Shruti Kasetty, Colin Meek, Jignesh M. Patel",conf/vldb/MeekPK03
ACM Trans. Database Syst.,Incremental Computation of Nested Relational Query Expressions,1995,"Leo Mark, Lars B�kgaard",journals/tods/BaekgaardM95
SIGMOD Conference,Indexing the Positions of Continuously Moving Objects,2000,"Mario A. Lopez, Simonas Saltenis, Christian S. Jensen, Scott T. Leutenegger",conf/sigmod/SaltenisJLL00
SIGMOD Conference,Exploratory Mining via Constrained Frequent Set Queries,1999,"Jiawei Han, Teresa Mah, Laks V. S. Lakshmanan, Raymond T. Ng",conf/sigmod/NgLHM99
SIGMOD Conference,Real World Requirements for Decision Support - Implications for RDBMS,1995,Sanju K. Bansal,conf/sigmod/Bampahl95
SIGMOD Conference,Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,1999,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",conf/sigmod/ChangG99
ACM Trans. Database Syst.,Fast incremental maintenance of approximate histograms,2002,"Viswanath Poosala, Phillip B. Gibbons, Yossi Matias",journals/tods/GibbonsMP02
SIGMOD Conference,Temporal Conditions and Integrity Constraints in Active Database Systems,1995,"Ouri Wolfson, A. Prasad Sistla",conf/sigmod/SistlaW95
VLDB,The Rubicon of Smart Data,2002,Roger King,conf/vldb/King02
SIGMOD Record,Practical Lessons in Supporting Large-Scale Computational Science,1999,"Terence Critchlow, Ron Musick",journals/sigmod/MusickC99
SIGMOD Record,On Database Theory and XML,2001,Dan Suciu,journals/sigmod/Suciu01
VLDB J.,Seeking the Truth About ad hoc Join Costs,1997,"Amit Shukla, Miron Livny, Michael J. Carey, Laura M. Haas",journals/vldb/HaasCLS97
VLDB,A Framework for Clustering Evolving Data Streams,2003,"Philip S. Yu, Charu C. Aggarwal, Jiawei Han, Jianyong Wang",conf/vldb/AggarwalHWY03
VLDB J.,"Title, Foreword, Special Issue Editorial",1994,?,journals/vldb/C94a
VLDB,VIPAS: Virtual Link Powered Authority Search in the Web,2003,"Ming-Syan Chen, Chi-Chun Lin",conf/vldb/ChenL03
VLDB,Very Large Databases in a Commercial Application Environment,1996,Karl-Heinz Hess,conf/vldb/Hess96
VLDB J.,MIL Primitives for Querying a Fragmented World,1999,"Martin L. Kersten, Peter A. Boncz",journals/vldb/BonczK99
VLDB J.,Efficiently publishing relational data as XML documents,2001,"Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald, Michael J. Carey, Rimon Barr, Jayavel Shanmugasundaram, Eugene J. Shekita",journals/vldb/ShanmugasundaramSBCLPR01
SIGMOD Conference,"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",1995,Charly Kleissner,conf/sigmod/Kleissner95
SIGMOD Conference,Enabling Dynamic Content Caching for Database-Driven Web Sites,2001,"Qiong Luo, Divyakant Agrawal, Wen-Syan Li, Wang-Pin Hsiung, K. Sel�uk Candan",conf/sigmod/CandanLLHA01
SIGMOD Conference,Memory Management During Run Generation in External Sorting,1998,"Goetz Graefe, Per-�ke Larson",conf/sigmod/LarsonG98
SIGMOD Conference,Dynamic Resource Brokering for Multi-User Query Execution,1995,"Diane L. Davison, Goetz Graefe",conf/sigmod/DavisonG95
SIGMOD Conference,ACDN: a content delivery network for applications,2002,"Michael Rabinovich, Pradnya Karbhari, Fred Douglis, Zhen Xiao",conf/sigmod/KarbhariRXD02
VLDB,Updates for Structure Indexes,2002,"Jeffrey F. Naughton, Pradeep Shenoy, Raghav Kaushik, Philip Bohannon",conf/vldb/KaushikBNS02
VLDB,An Efficient and Resilient Approach to Filtering and Disseminating Streaming Data,2003,"Krithi Ramamritham, Shyamshankar Dharmarajan, Shetal Shah",conf/vldb/ShahDR03
ACM Trans. Database Syst.,Editorial,2001,Richard T. Snodgrass,journals/tods/Snodgrass01
VLDB,Shooting Stars in the Sky: An Online Algorithm for Skyline Queries,2002,"Donald Kossmann, Frank Ramsak, Steffen Rost",conf/vldb/KossmannRR02
VLDB,Metrics for Accessing Heterogeneous Data: Is There Any Hope? (Panel),1995,"Michael Stonebraker, Nicholas J. Belkin, Gio Wiederhold, Erich J. Neuhold, Leonard J. Seligman",conf/vldb/SeligmanBNSW95
SIGMOD Record,"Research and Practice in Federated Information Systems, Report of the EFIS '2000 International Workshop",2000,"Ralf-Detlef Kutsche, Geert-Jan Houben, Mark Roantree, Bodo Rieger, Wilhelm Hasselbring, Kazimierz Subieta, Willem-Jan van den Heuvel",journals/sigmod/HasselbringHHKRRS00
ACM Trans. Database Syst.,On the Semantics of ``Now'' in Databases,1997,"Christian S. Jensen, Tom�s Isakowitz, Richard T. Snodgrass, Curtis E. Dyreson, James Clifford",journals/tods/CliffordDIJS97
VLDB,Efficient Numerical Error Bounding for Replicated Network Services,2000,"Haifeng Yu, Amin Vahdat",conf/vldb/YuV00
VLDB,Extracting Large-Scale Knowledge Bases from the Web,1999,"Andrew Tomkins, Prabhakar Raghavan, Ravi Kumar, Sridhar Rajagopalan",conf/vldb/KumarRRT99
SIGMOD Record,The Microsoft Database Research Group,1998,"Roger S. Barga, David B. Lomet, Per-�ke Larson, Surajit Chaudhuri, Vivek R. Narasayya",journals/sigmod/LometBCLN98
SIGMOD Record,Database Research: Achievements and Opportunities Into the 21st Century,1996,"Jeffrey D. Ullman, Abraham Silberschatz, Michael Stonebraker",journals/sigmod/SilberschatzSU96
VLDB,Flexible and scalable digital library search,2001,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",conf/vldb/BlokWZPAKJ01
SIGMOD Conference,Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial),1997,Ralf Kramer,conf/sigmod/Kramer97
SIGMOD Record,Editor's Notes,1997,Michael J. Franklin,journals/sigmod/Franklin97
SIGMOD Conference,Self-Organizing Data Sharing Communities with SAGRES,2000,"Igor Tatarinov, Wai Tak Theodora Yeung, Shiori Betzler, Jing Su, Jayant Madhavan, Rachel Pottinger, Alon Y. Levy, Ewa Jaslikowska, Stefan Saroiu, Qiong Chen, Zachary G. Ives",conf/sigmod/IvesLPST00
SIGMOD Record,"Turmoil at NASA, and Numerous Funding Announcements",1995,Xiaolei Qian,journals/sigmod/Qian95a
VLDB,SELF-SERV: A Platform for Rapid Composition of Web Services in a Peer-to-Peer Environment,2002,"Eileen Oi-Yan Mak, Quan Z. Sheng, Boualem Benatallah, Marlon Dumas",conf/vldb/ShengBDM02
SIGMOD Record,A Componentized Architecture for Dynamic Electronic Markets,1998,"Israel Ben-Shaul, Benny Reich",journals/sigmod/ReichB98
SIGMOD Conference,Database Systems Management and Oracle8,1998,C. Gregory Doherty,conf/sigmod/Doherty98
SIGMOD Conference,On Computing Correlated Aggregates Over Continual Data Streams,2001,"Divesh Srivastava, Flip Korn, Johannes Gehrke",conf/sigmod/GehrkeKS01
SIGMOD Conference,Storing Semistructured Data with STORED,1999,"Alin Deutsch, Mary F. Fernandez, Dan Suciu",conf/sigmod/DeutschFS99
SIGMOD Record,A Pictorial Query Language for Querying Geographic Databases using Positional and OLAP Operators,2002,"Elaheh Pourabbas, Maurizio Rafanelli",journals/sigmod/PourabbasR02
