authors,venue,title,year,entityUrl
"Samuel Madden, Wei Hong, Joseph M. Hellerstein, Michael J. Franklin",SIGMOD Conference,The Design of an Acquisitional Query Processor For Sensor Networks,2003,conf/sigmod/MaddenFHH03
"Gautam Das, Surajit Chaudhuri, Brian Babcock",SIGMOD Conference,Dynamic Sample Selection for Approximate Query Processing,2003,conf/sigmod/BabcockCD03
"Mitch Cherniack, Stanley B. Zdonik",SIGMOD Conference,Changing the Rules: Transformations for Rule-Based Optimizers,1998,conf/sigmod/CherniackZ98
"Joseph M. Hellerstein, Vijayshankar Raman",VLDB,Potter's Wheel: An Interactive Data Cleaning System,2001,conf/vldb/RamanH01
"Jens Teubner, Torsten Grust, Maurice van Keulen",VLDB,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,2003,conf/vldb/GrustKT03
Sergey Brin,VLDB,Near Neighbor Search in Large Metric Spaces,1995,conf/vldb/Brin95
Chris Jermaine,VLDB,Robust Estimation With Sampling and Approximate Pre-Aggregation,2003,conf/vldb/Jermaine03
Xiaolei Qian,SIGMOD Record,Jumping on the NII Bandwagon,1994,journals/sigmod/Qian94
"Henrique Paques, Ling Liu, David Buttler, Calton Pu",SIGMOD Conference,OminiSearch: A Method for Searching Dynamic Content on the Web,2001,conf/sigmod/ButtlerLPP01
Times-Ten Team,SIGMOD Conference,Mid-tier caching: the TimesTen approach,2002,conf/sigmod/Team02
"Bettina Kemme, Gustavo Alonso",VLDB,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication",2000,conf/vldb/KemmeA00
"F�lix Saltor, Uwe Hohenstein, Ralf-Detlef Kutsche, Wilhelm Hasselbring, Gunter Saake, Stefan Conrad, Mark Roantree",SIGMOD Record,Engineering Federated Information Systems: Report of EFIS '99 Workshop,1999,journals/sigmod/ConradHHKRSS99
"Michele Melchiori, Silvana Castano, G. Malvezzi, Domenico Beneventano, R. Guidetti, Alberto Corni, Sonia Bergamaschi, Maurizio Vincini",VLDB,Information Integration: The MOMIS Project Demonstration,2000,conf/vldb/BeneventanoBCCGMMV00
"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof",SIGMOD Record,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,1996,journals/sigmod/GerlhofKM96
"Leonard Loureiro, Yi Deng, Carlos Ordonez 0002, Mario Sanchez, Cyril U. Orji, Wei Sun, Artyom Shaposhnikov, Naphtali Rishe, Michael Alexopoulos, David Barton",SIGMOD Record,Florida International University High Performance Database Research Center,1995,journals/sigmod/RisheSBDOALOSS95
"Dimitri Tombroff, Eric Simon, Fran�ois Llirbat",VLDB,Using Versions in Update Transactions: Application to Integrity Checking,1997,conf/vldb/LlirbatST97
"Jeffrey F. Naughton, Yihong Zhao, Prasad Deshpande",SIGMOD Conference,An Array-Based Algorithm for Simultaneous Multidimensional Aggregates,1997,conf/sigmod/ZhaoDN97
"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",SIGMOD Record,Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data,1997,journals/sigmod/DoanPSB97
"Shiby Thomas, Rakesh Agrawal, Sunita Sarawagi",SIGMOD Conference,Integrating Mining with Relational Database Systems: Alternatives and Implications,1998,conf/sigmod/SarawagiTA98
"John M. Tyler, Kosmas Karadimitriou",SIGMOD Record,Min-Max Compression Methods for Medical Image Databases,1997,journals/sigmod/KaradimitriouT97
Jeff Sidell,SIGMOD Record,The Mariposa Distributed Database Management System,1996,journals/sigmod/Sidell96
"Bennet Vance, Richard Swagerman, Michael J. Carey, Srinivasa Narayanan, Nelson Mendon�a Mattos, Donald D. Chamberlin, Doug Doole, Serge Rielau",VLDB,"O-O, What Have They Done to DB2?",1999,conf/vldb/CareyCNVDRSM99
"Shamkant B. Navathe, Kiran J. Achyutuni, Edward Omiecinski",SIGMOD Conference,Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases,1996,conf/sigmod/AchyutuniON96
"Ramez Elmasri, Leonidas Fegaras",VLDB,Query Engines for Web-Accessible XML Data,2001,conf/vldb/FegarasE01
"Elizabeth Hamel, Serge Bourbonnais, Bruce G. Lindsay, Tuong C. Truong, Chengfei Liu, Jens Stankiewitz",VLDB,Capturing Global Transactions from Multiple Recovery Log Files in a Partitioned Database System,2003,conf/vldb/LiuLBHTS03
"Joachim Hammer, Youzhong Liu, Chunbo Huang, Yihua Huang, Herman Lam, Liu Wang, Haifei Li, Stanley Y. W. Su, Charnyote Pluempitiwiriyawej, Minsoo Lee",VLDB J.,An Internet-based negotiation server for e-commerce,2001,journals/vldb/SuHHHLWLPLL01
"Mengchi Liu, Tok Wang Ling, Gillian Dobbie",ACM Trans. Database Syst.,A logical foundation for deductive object-oriented databases,2002,journals/tods/LiuDL02
"Hasan Davulcu, Michael Kifer, I. V. Ramakrishnan, Juliana Freire",SIGMOD Conference,A Layered Architecture for Querying Dynamic Web Content,1999,conf/sigmod/DavulcuFKR99
"Ken Smith, Leo Obrst",SIGMOD Record,Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems,1999,journals/sigmod/SmithO99
"Myra Spiliopoulou, Bettina Berendt",VLDB J.,Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,2000,journals/vldb/BerendtS00
Z. Meral �zsoyoglu,SIGMOD Record,Vice Chair's Message,1999,journals/sigmod/Ozsoyoglu99
"Yiu-Kai Ng, David W. Embley, Wai Yin Mok",ACM Trans. Database Syst.,A Normal Form for Precisely Characterizing Redundancy in Nested Relations,1996,journals/tods/MokNE96
"Motomichi Toyama, Yoko Maeda",VLDB,ACTIVIEW: Adaptive data presentation using SuperSQL,2001,conf/vldb/MaedaT01
"Alfons Kemper, Guido Moerkotte, Klaus Peithner, Michael Steinbrunn",VLDB,Bypassing Joins in Disjunctive Queries,1995,conf/vldb/SteinbrunnPMK95
"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros",VLDB,Applying Data Mining Techniques to a Health Insurance Information System,1996,conf/vldb/ViverosNR96
Serge Abiteboul,SIGMOD Record,On Views and XML,1999,journals/sigmod/Abiteboul99
"Ada Wai-Chee Fu, Man Hon Wong, Chan Man Kuok",SIGMOD Record,Mining Fuzzy Association Rules in Databases,1998,journals/sigmod/KuokFW98
"Peter Zabback, Christof Hasse, Gerhard Weikum, Axel M�nkeberg",VLDB,Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering,2002,conf/vldb/WeikumMHZ02
"Joakim Eriksson, Jonas Mellin, Sten Andler, Mikael Berndtsson, Bengt Eftring, J�rgen Hansson",SIGMOD Record,DeeDS Towards a Distributed and Active Real-Time Database System,1996,journals/sigmod/AndlerHEMBE96
"Zohreh Nazeri, Paul Ostwald, Eric Bloedorn",SIGMOD Conference,Experiences in Mining Aviation Safety Data,2001,conf/sigmod/NazeriBO01
"Jennifer Widom, Chris Olston, Jing Jiang",SIGMOD Conference,Adaptive Filters for Continuous Queries over Distributed Data Streams,2003,conf/sigmod/OlstonJW03
"Sushil Jajodia, Xiaoyang Sean Wang, Elisa Bertino, Claudio Bettini",SIGMOD Conference,Semantic Assumptions and Query Evaluation in Temporal Databases,1995,conf/sigmod/BettiniWBJ95
"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",SIGMOD Conference,Hardware Acceleration for Spatial Selections and Joins,2003,conf/sigmod/SunAA03
"Gerhard Weikum, Peter Zabback, Peter Scheuermann",VLDB J.,Data Partitioning and Load Balancing in Parallel Disk Systems,1998,journals/vldb/ScheuermannWZ98
Gennady Antoshenkov,VLDB J.,Dictionary-Based Order-Preserving String Compression,1997,journals/vldb/Antoshenkov97
C. J. Date,SIGMOD Record,"A Response to R. Camps' Article ``Domains, Relations and Religious Wars''",1996,journals/sigmod/Date96
M. Tamer �zsu,SIGMOD Record,Chair's Message,2001,journals/sigmod/Ozsu01a
"Yannis Kotidis, Nick Roussopoulos",SIGMOD Conference,An Alternative Storage Organization for ROLAP Aggregate Views Based on Cubetrees,1998,conf/sigmod/KotidisR98
Michael J. Franklin,SIGMOD Record,Editor's Notes,1999,journals/sigmod/Franklin99b
"Juliana Freire, Rajeev Rastogi, Michael Benedikt, Wenfei Fan, Chee Yong Chan",SIGMOD Conference,Capturing both Types and Constraints in Data Integration,2003,conf/sigmod/BenediktCFFR03
"Reagan Moore, Bertram Lud�scher, Richard Marciano",SIGMOD Record,"Preservation of Digital Data with Self-Validating, Self-Instantiating Knowledge-Based Archives",2001,journals/sigmod/LudascherMM01
"David S. Reiner, Arnon Rosenthal",ACM Trans. Database Syst.,Tools and Transformations - Rigorous and Otherwise - for Practical Database Design,1994,journals/tods/RosenthalR94
Byung Suk Lee,SIGMOD Record,Normalization in OODB Design,1995,journals/sigmod/Lee95
"Gio Wiederhold, Abraham Silberschatz, Gerhard Rossbach, Raghu Ramakrishnan, Jaco Zijlstra, Hector Garcia-Molina",VLDB,Scientific Journals: Extinction or Explosion? (Panel),1995,conf/vldb/RamakrishnanGRSWZ95
"Tova Milo, Sagit Zohar",VLDB,Using Schema Matching to Simplify Heterogeneous Data Translation,1998,conf/vldb/MiloZ98
"Ronald C. Unrau, Kaladhar Voruganti, M. Tamer �zsu",VLDB,An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,1998,conf/vldb/OzsuVU98
"Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Matthew Huras, Leslie Cranston, Timothy Malkemus",SIGMOD Conference,Multi-Dimensional Clustering: A New Data Layout Scheme in DB2,2003,conf/sigmod/PadmanabhanBMCH03
Guido Moerkotte,VLDB,Incorporating XSL Processing into Database Engines,2002,conf/vldb/Moerkotte02
"Michael J. Franklin, Sirish Chandrasekaran",VLDB,Streaming Queries over Streaming Data,2002,conf/vldb/ChandrasekaranF02
Sridhar Ramaswamy,VLDB,E.piphany Epicenter Technology Overview,2000,conf/vldb/Ramaswamy00
"V. S. Subrahmanian, Elisa Bertino, Pierangela Samarati, Sushil Jajodia",SIGMOD Conference,A Unified Framework for Enforcing Multiple Access Control Policies,1997,conf/sigmod/JajodiaSSB97
Praveen Seshadri,SIGMOD Conference,Building Notification Services with Microsoft SQLServer,2003,conf/sigmod/Seshadri03
"S. Muthukrishnan, H. V. Jagadish, Nick Koudas",VLDB,Mining Deviants in a Time Series Database,1999,conf/vldb/KoudasMJ99
"Damianos Chatziantoniou, Kenneth A. Ross",VLDB,Querying Multiple Features of Groups in Relational Databases,1996,conf/vldb/ChatziantoniouR96
"Thanos Papadimitriou, Andrey Balmin, Yannis Papakonstantinou",VLDB,Hypothetical Queries in an OLAP Environment,2000,conf/vldb/BalminPP00
"George M. Mohay, M. Corney, A. Anderson, Olivier Y. de Vel",SIGMOD Record,Mining Email Content for Author Identification Forensics,2001,journals/sigmod/VelACM01
"Chen Li, Ramana Yerneni, Jeffrey D. Ullman, Hector Garcia-Molina",SIGMOD Conference,Computing Capabilities of Mediators,1999,conf/sigmod/YerneniLGU99
"Hector Garcia-Molina, Jennifer Widom, Brad Adelberg",SIGMOD Conference,The STRIP Rule System For Efficiently Maintaining Derived Data,1997,conf/sigmod/AdelbergGW97
"Yufei Tao, Dimitris Papadias",VLDB,Adaptive Index Structures,2002,conf/vldb/TaoP02
"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",VLDB,Functional Properties of Information Filtering,2001,conf/vldb/NishioSTTL01
"Hector Garcia-Molina, Anthony Tomasic, Kurt A. Shoens",SIGMOD Conference,Incremental Updates of Inverted Lists for Text Document Retrieval,1994,conf/sigmod/TomasicGS94
"Lory D. Molesky, Krithi Ramamritham",SIGMOD Conference,Recovery Protocols for Shared Memory Database Systems,1995,conf/sigmod/MoleskyR95
"Karl Aberer, Klemens B�hm",SIGMOD Conference,HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology,1996,conf/sigmod/BohmA96
Umeshwar Dayal,VLDB,"Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions",1999,conf/vldb/Dayal99
"Dennis Shasha, Theodore Johnson",VLDB,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,1994,conf/vldb/JohnsonS94
"Daniel A. Keim, Markus Wawryniuk, Alexander Hinneburg",SIGMOD Conference,HD-Eye: visual clustering of high dimensional data,2002,conf/sigmod/HinneburgKW02
"Sunita Sarawagi, Gayatri Sathe",VLDB,Intelligent Rollups in Multidimensional OLAP Data,2001,conf/vldb/SatheS01
Rosa Meo,ACM Trans. Database Syst.,Theory of dependence values,2000,journals/tods/Meo00
"V. S. Subrahmanian, Sibel Adali, Maria Luisa Sapino, Piero A. Bonatti",SIGMOD Conference,A Multi-Similarity Algebra,1998,conf/sigmod/AdaliBSS98
"Matthias Jarke, J�rg K�ller, Thomas List",VLDB,The Challenge of Process Data Warehousing,2000,conf/vldb/JarkeKL00
Opher Etzion,SIGMOD Record,Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems,1999,journals/sigmod/Etzion99
Xiaolei Qian,SIGMOD Record,Scientist's Called Upon to Take Actions,1996,journals/sigmod/Qian96a
"Alberto O. Mendelzon, Alejandro A. Vaisman",VLDB,Temporal Queries in OLAP,2000,conf/vldb/MendelzonV00
Jef Wijsen,ACM Trans. Database Syst.,Temporal FDs on Complex Objects,1999,journals/tods/Wijsen99
Jeff Richey,SIGMOD Record,Condition Handling in SQL Persistent Stored Modules,1995,journals/sigmod/Richey95
"Krithi Ramamritham, Hoshi Mistry, Prasan Roy, S. Sudarshan",SIGMOD Conference,Materialized View Selection and Maintenance Using Multi-Query Optimization,2001,conf/sigmod/MistryRSR01
"Hector Garcia-Molina, Narayanan Shivakumar",SIGMOD Conference,Wave-Indices: Indexing Evolving Databases,1997,conf/sigmod/ShivakumarG97
"Sihem Amer-Yahia, Mary F. Fernandez, Yu Xu, Divesh Srivastava",VLDB,Phrase Matching in XML,2003,conf/vldb/Amer-YahiaFSX03
"Apostolos Papadopoulos, Yannis Manolopoulos",SIGMOD Conference,Similarity Query Processing Using Disk Arrays,1998,conf/sigmod/PapadopoulosM98
Marianne Winslett,SIGMOD Record,Interview with Jim Gray,2003,journals/sigmod/Winslett03
"Viswanath Poosala, Sridhar Ramaswamy, Swarup Acharya",SIGMOD Conference,Selectivity Estimation in Spatial Databases,1999,conf/sigmod/AcharyaPR99
"Philippe Pucheral, Luc Bouganim",VLDB,Chip-Secured Data Access: Confidential Data on Untrusted Servers,2002,conf/vldb/BouganimP02
Richard T. Snodgrass,ACM Trans. Database Syst.,Editorial,2001,journals/tods/Snodgrass01a
"Sven Helmer, Guido Moerkotte, Till Westmann",VLDB,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,1998,conf/vldb/HelmerWM98
"Manish Arya, Mary Tork Roth, Laura M. Haas, Joachim Thomas II, Michael J. Carey, Edward L. Wimmers, Peter M. Schwarz, William F. Cody, Ronald Fagin",SIGMOD Conference,The Garlic Project,1996,conf/sigmod/RothAHCCFSTW96
"C�sar A. Galindo-Legaria, Eirik Dahle, Tor Didriksen",VLDB,Database De-Centralization - A Practical Approach,1995,conf/vldb/DidriksenGD95
"Manoj Chavda, Peter T. Wood",VLDB,Towards an ODMG-Compliant Visual Object Query Language,1997,conf/vldb/ChavdaW97
"Eric N. Hanson, Lloyd Noronha",SIGMOD Record,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,1999,journals/sigmod/HansonN99
"Nikolaos Sidiropoulos, Christos Faloutsos, H. V. Jagadish",VLDB,Recovering Information from Summary Data,1997,conf/vldb/FaloutsosJS97
"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii",VLDB,Efficient Construction of Regression Trees with Range and Region Splitting,1997,conf/vldb/MorimotoIM97
Marianne Winslett,SIGMOD Record,Interview with Pat Selinger,2003,journals/sigmod/Winslett03c
Hasan M. Jamil,SIGMOD Conference,Belief Reasoning in MLS Deductive Databases,1999,conf/sigmod/Jamil99
"Byron Dom, Rakesh Agrawal, Prabhakar Raghavan, Soumen Chakrabarti",VLDB,"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases",1997,conf/vldb/ChakrabartiDAR97
"Anthony Tomasic, Peter Fankhauser, J. Mu�oz, M. Lopez, Georges Gardarin",VLDB,Experiences in Federated Databases: From IRO-DB to MIRO-Web,1998,conf/vldb/FankhauserGLMT98
"Divesh Srivastava, Nick Koudas",VLDB,Data Stream Query Processing: A Tutorial,2003,conf/vldb/KoudasS03
"Mike P. Papazoglou, Bernd J. Kr�mer",VLDB J.,Erratum: A Database Model for Object Dynamics,1997,journals/vldb/PapazogluK97a
Cass Squire,SIGMOD Conference,Data Extraction and Transformation for the Data Warehouse,1995,conf/sigmod/Squire95
"Tobias Mayr, Thorsten von Eicken, Michael W. Godfrey, Praveen Seshadri",SIGMOD Conference,Secure and Portable Database Extensibility,1998,conf/sigmod/GodfreySE98
"Yannis E. Ioannidis, Viswanath Poosala",SIGMOD Conference,Balancing Histogram Optimality and Practicality for Query Result Size Estimation,1995,conf/sigmod/IoannidisP95
"Yuan Wang, Feng Tian, David J. DeWitt, Jianjun Chen",SIGMOD Conference,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,2000,conf/sigmod/ChenJDTW00
"W. Bruce Croft, James P. Callan, Eric W. Brown",VLDB,Fast Incremental Indexing for Full-Text Information Retrieval,1994,conf/vldb/BrownCC94
"Kenneth A. Ross, Beng Chin Ooi, Frank Neven",SIGMOD Record,Reminiscences on Influential Papers,2003,journals/sigmod/RossNO03
"B. Sreenath, S. Seshadri",VLDB,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,1994,conf/vldb/SreenathS94
"Lynn L. Peterson, Jorge C. G. Ramirez, Lon A. Smith",SIGMOD Record,Medical Information Systems: Characterization and Challenges,1994,journals/sigmod/RamirezSP94
"Panos Vassiliadis, Spyros Ligoudistianos, Diego Calvanese, Christoph Quix, Maurizio Lenzerini, Matthias Jarke, Enrico Franconi, Yannis Vassiliou",SIGMOD Conference,Concept Based Design of Data Warehouses: The DWQ Demonstrators,2000,conf/sigmod/JarkeQCLFLVV00
"Alberto O. Mendelzon, Paolo Atzeni",SIGMOD Record,WebDB '98: International Workshop on the Web and Databases,1998,journals/sigmod/AtzeniM98
Object Database Management Group,SIGMOD Record,"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc",1994,journals/sigmod/Group94
"Viswanath Poosala, Yannis E. Ioannidis",VLDB,Selectivity Estimation Without the Attribute Value Independence Assumption,1997,conf/vldb/PoosalaI97
Yannis E. Ioannidis,VLDB,The History of Histograms (abridged),2003,conf/vldb/Ioannidis03
"Kathleen Hornsby, Heidi Gregersen, Lex Wedemeijer, Tomi M�nnist�, John F. Roddick, Florida Estrella, Federica Mandreoli, Marlon Dumas, Lina Al-Jadir, Enric Mayol, Leopoldo E. Bertossi, Jens Lufter",SIGMOD Record,Evolution and Change in Data Management - Issues and Directions,2000,journals/sigmod/RoddickABDEGHLMMMW00
C. Mohan,VLDB,An Efficient Method for Performing Record Deletions and Updates Using Index Scans,2002,conf/vldb/Mohan02a
"Chih-He Li, Irene S. Y. Kwan, Shi-Ming Huang",SIGMOD Record,A Study on the Management of Semantic Transaction for Efficient Data Retrieval,2002,journals/sigmod/HuangKL02
"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",SIGMOD Record,Relational data sharing in peer-based data management systems,2003,journals/sigmod/OoiST03
"Mike P. Papazoglou, Bernd J. Kr�mer",VLDB J.,A Database Model for Object Dynamics,1997,journals/vldb/PapazogluK97
"Geetika Agrawal, Paul Lucas, Arvind Sundararajan, Fabio Riccardi, Michael J. Carey, Daniela Florescu, Donald Kossmann, Till Westmann, Chris Hillery",VLDB,The BEA/XQRL Streaming XQuery Processor,2003,conf/vldb/FlorescuHKLRWCSA03
"Yannis Papakonstantinou, Vasilis Vassalos",VLDB,Describing and Using Query Capabilities of Heterogeneous Sources,1997,conf/vldb/VassalosP97
"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh",SIGMOD Record,The Asilomar Report on Database Research,1998,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98
