id,price,manufacturer,description,title,entityUrl
2982,7.08,,silent hill experience the,konami of america silent hill experience the,http://www.google.com/base/feeds/snippets/13634906937991178152
2983,49.99,,engage the starcraft universe face-to-face as a deadly ghost operative in the employ of the dominion. with the help of determined allies follow story-driven missions that take you from massive planetary battles through dangerous solo operations to ...,starcraft ghost,http://www.google.com/base/feeds/snippets/13836777823135984873
2984,599.95,,microsoft project standard 2007 helps you manage projects and to address the work and people management needs of your organization. it gives you ways to plan manage and communicate project information resulting in increased productivity and ...,microsoft(r) project standard 2007,http://www.google.com/base/feeds/snippets/13856005003054284947
2985,29.92,,your private personal and financial information is always at risk on the internet. ghostsurf protects you by hiding your identity removing spyware and blocking hackers. it also blocks pop-up and banner ads. ghostsurf allows you to surf the web ...,ghostsurf professional utilities software,http://www.google.com/base/feeds/snippets/13756689673024284225
2986,59.99,,crackdown is a futuristic next generation online take on the wide-open grand theft auto genre. you play as a super-human agent assigned to take out the filth that has starting filling up all corners of your city. the citys thousands of gangsters ...,xbox 360: crackdown,http://www.google.com/base/feeds/snippets/13939684499004229198
2987,43.99,,handle your own accounting estimate paint and construction jobs access the appropriate contractors forms and manage your office efficiently. enjoy over 500 forms on cd! library covers the following topics on 3 cds: accounting for contractors ...,socrates media contractors library software,http://www.google.com/base/feeds/snippets/13960573350320335234
2988,108.87,,it is easy to make your pointanywhere. microsoft(r) powerpoint(r) 2002 upgrade makes it easy to organize illustrate and deliver your ideas professionally. whether youere conducting a meeting presenting to an audience or delivering your message ...,microsoft(r) powerpoint(r) 2002 upgrade,http://www.google.com/base/feeds/snippets/13963121621748083835
2989,999.99,,powerful and easy-to-use act! 2005 helps selling professionals and small businesses make contacts build relationships manage customers and get results. act! 2005 allows you to access key customer information instantly better manage your time ...,act!(r) 2005 5-user pack,http://www.google.com/base/feeds/snippets/13962528990635632990
2990,89.99,,create photorealistic conceptual models! turbosketch studio is a tightly integrated plug-in to googles award-winning sketchup conceptual design tool that allows you to create highly realistic 3-d images of your designs. whether you are designing a ...,turbosketch(tm) studio,http://www.google.com/base/feeds/snippets/13982883532842411542
2991,99.99,,designed for rental property owners quicken rental property manager 2.0 is a property management software that offers an easy way to organize critical income and expense records in one place. see how your properties are performing stay on top of ...,quicken(r) rental property manager 2.0,http://www.google.com/base/feeds/snippets/13870716773183751212
2992,29.99,,print personal-size and custom checks in a snap! include your favorite clip art or scenery across your entire check! print checks to be filled out by hand or to use with quicken quickbooks and money. new features include express check designer for ...,versacheck(r) 2003 personal premier,http://www.google.com/base/feeds/snippets/13936651598678930053
2993,19.99,,the print shop elements is a complete and easy logo design and labeling solution. easily create the perfect logo in minutes with this simple yet powerful program. the professionally designed templates are modifiable and can be customized in hundreds ...,the print shop(r) elements: labels logos & more,http://www.google.com/base/feeds/snippets/15075617952954602482
2994,29.99,,macbackup makes computer backup quick and easy! backup wizards are categorized to instantly backup everything on your computer or only your photos music and movies. easily store backups to virtually any kind of media: cd dvd zip disks network ...,macbackup,http://www.google.com/base/feeds/snippets/15073619810931989068
2995,89.99,,guitar hero ii explodes onto the xbox 360 with over 70 songs and the revolutionary x-plorer! choose from a wild group of rockers and jam at concert venues that grow in size as your rock career progresses! play with a friend and shred riffs ...,xbox 360: guitar hero 2 bundle,http://www.google.com/base/feeds/snippets/15178954757157210682
2996,29.99,,money 2004 standard provides a quick and easy way to organize and manage your personal finances. balance your checkbook create a budget and reduce debt simply and easily. personal finances made easy. save time organizing and managing your ...,microsoft(r) money 2004 standard,http://www.google.com/base/feeds/snippets/15159234661407732476
2997,49.99,,photostamps business edition lets you transform your full-color logo product photos or ad campaigns into real us postage. it is an effective new way to promote your business. whether for direct marketing or regular mail photostamps business ...,photostamps(r) business edition,http://www.google.com/base/feeds/snippets/15225033550813138835
2998,244.99,,new features in quarkxpress 7 include transparency drop shadows composition zones job jackets an improved user interface and enhanced color management and pdf creation.,quark quarkxpress 7 upgrade for mac & windows,http://www.google.com/base/feeds/snippets/15203070826557643998
2999,39.99,,ignite photo fun with corel snapfire plus! share photos using creative projects includingcalendars cards or album pages or make entertaining snapfire shows - a great way toshare groups of photos and video clips. snapfire even allows automatic ...,corel(r) snapfire(tm) plus,http://www.google.com/base/feeds/snippets/15203405883423315352
3000,78.99,,microsoft office onenote 2007 is a digital notebook that provides a flexible way to gather and organize your notes and information,microsoft office onenote 2007 - complete package - 1 pc - cd - win - english,http://www.google.com/base/feeds/snippets/15297064784463958827
3001,369,,creative suite 3 web standard offers all-new versions of fundamental tools for creating and maintaining interactive websites applications and mobile device content.,adobe creative suite 3 web standard - complete package - academic - cd - mac,http://www.google.com/base/feeds/snippets/15289985273321283103
3002,49.99,,ideal for young students at all learning levels math success deluxe 2007 provides students with a diverse and fundamental course of study. build confidence and essential skills in 13 subjects with over 350 activities and more than 2000 exercises ...,math success(tm) deluxe 2007,http://www.google.com/base/feeds/snippets/15253105067631588667
