title,starring,entityUrl,writer,editor
Close Encounters of the Third Kind,Franu00E7ois Roland Truffaut,Match17840,Steven Allan Spielberg,
,Martin Kosleck,Match5126,Arnold Drake,
,David Wissak,Match20296,Bruno Dumont,
La Marca del Hombre-Lobo,Dyanik Zurakowska,Match14342,Jacinto Molina,
,Claire Luce,Match1812,Maurine Dallas Watkins,
,Meghna Naidu,D125207,Nandhaswamy,
Anne of Green Gables,Paul Stanton,Match22405,Lucy Maud Montgomery,
Weeds,Mark Rolston,Match6947,John D. Hancock,
,Daniel Gilchrist,Match17871,,
Breakin' All the Rules,Peter MacNicol,Match2026,Daniel Taplitz,
,William Hurt,Match18452,David S. Goyer,
Shooting Fish,Stuart Townsend,Match18152,Richard Holmes,
Segunda Piel,Javier u00C1ngel Encinas Bardem,Match7549,,
Luke Cage,Tyrese Gibson,D125215,,
"All's Well, Ends Well Too",Samuel(Sam) Hui,Match6747,Ma Tak Chung,
Airport '77,James Stewart (actor),Match18288,David Spector,
The Bachelor and the Bobby-Soxer,Myrna Adele Williams,Match2295,Sidney Sheldon,
,Mohanlal Viswanathan Nair,D125219,,
Love and Human Remains,Matthew Ferguson,Match7180,Brad Fraser,
The Unafraid,Rita Jolivet,Match14361,Cecil Blount DeMille,
,Nutan Samarth,Match3926,,
Shichinin no tomurai,Takeshi Kitano,Match4490,Dankan,
Beyond Our Ken,"Chung Ka-Lai
()",Match20756,"Ho-Cheung Pang
Wing Sze Wong",
White Mane,Alain Emery,D125225,James Agee,
,Vijay (actor),D125226,,
Just Follow Law,Fann Woon Fong,D125227,,
The Imaginarium of Doctor Parmassus,Arthur Christopher Orme Plummer,D125228,Charles McKeown,
,Frances Nsokwu,D125229,,
,Michael Tucker (director),Match3602,Petra Epperlein,
,Tomas Arana,Match591,Dardano Sacchetti,
Casa de Lava,Édith Scob,D125232,Pedro Costa,
,Mathew Gallagher,D125233,Dominique Luchart,
La Terrazza,Marcello Vincenzo Domenico Mastroianni,Match7659,Furio Scarpelli,
Kung Fu Hustle,Yuen Wah,Match9218,"Stephen Chow
Tsang Kan Cheong
Xin Huo
Chan Man Keung",
,Sarah Wynter,Match10345,"Betsy Stahl (story)
Pierce Gardner (screenplay)",
,Meredith Scott Lynn,Match7543,Tommy O'Haver,
The Ladykillers,Thomas Jeffrey Hanks,Match5338,Ethan Coen,
,Anupam Kher,Match2315,Jainendra Jain,
Ascenu00E7u00E3o E Queda de um Paquera,Cláudio Cavalcanti,Match14928,Alexandre Pires,
,,D125241,John Pilger,
The Other,Uta Hagen,Match9981,Tom Tryon,
Percy,Hywel Thomas Bennett,Match16465,,
,Pierre Tremblay,Match7626,Godfrey Ho,
Shoah,"Simon Srebnik
Michael Podchlebnik
Motke Zaidl
Hanna Zaidl
Jan Piwonski",Match21303,,
Zu00E9ro de conduite,Robert le Flon,Match2663,Jean Vigo,
,Ed Bruce,Match11548,Milton Brown,
,Larry Storch,Match2625,Gösta Knutsson,
The Big Town,Diane Lane,Match1495,Clark Howard,
Muta Mesthri,Konidela Siva Sankara Vara Prasad,Match6068,Paruchuri Brothers,
I Was Meant for You,Charles West (actor),Match9322,Harvey Gates,
West Is Best,Hoot Gibson,Match7749,Harvey Gates,
,Sukumaran Nair,Match734,,
The Stopped Clock,Claire McDowell,Match16056,Frank E. Woods,
Twisted,Sean Haroy Faris,Match14626,Johnny Wu,
,Beverly Lynne,Match1457,Joe Castro,
Japanese Website',,D125257,Fumihito Takayama,
"Honey, I Blew Up the Kid",Frederick Alan Moranis,Match3072,Peter Elbling,
Spanking the Monkey,Jeremy Boring,Match3466,David O. Russell,
Hulchul,Amrish Lal Puri,Match6067,Siddique (director),
Manhattan,Anne Byrne,Match9336,Marshall Brickman,
The Letter,Ruth Elizabeth Davis,Match8895,W. Somerset Maugham,
Du levande,"Jessika Lundberg
Bju00F6rn Englund
Fred Anderson",D125263,Roy Andersson,
,James Todd Spader,Match16395,"Frank Galbally (novel)
Robert Macklin (novel)
Mark Frost (screenplay)",
The Ghost Inside,Liu Ye,Match2178,Chau Ting,
,Elizabeth Hartman,Match7945,John Michael Hayes,
,Steven Mayhew,Match3764,Joe Brouillette,
,Adam Ant,Match21283,,
,Shigeru Chiba,Match6839,Kazunori Itoh,
,Jeremiah O'Connell,Match6225,David McKenna (writer),
,Junix Nocian,Match10203,Guy Jenkin,
Columbia Pictures,Thomas Ross Bond,Match10845,Joseph F. Poland,
,Candace Cameron Bure,Match14160,,
,Arthur Franz,Match2764,Harry Brown (writer),
,Karl Valentin,Match16880,,
Lion of the Desert,Antonio Rudolfo Oaxaca Quinn,Match11202,H.A.L. Craig,
,Jim Brown,Match8432,James Toback,
"Mitr, My Friend",Sobhana,Match1203,,
You Belong to Me,Ruby Catherine Stevens,Match11050,Claude Binyon,
Sword of the Beast,Go Kato,Match3595,"Hideo Gosha
Eizaburo Shiba",
,Luke Carroll,Match9545,Phillip Gwynne,
200 Cigarettes,Paul Stephen Rudd,Match10048,Shana Larsen,
Phir Hera Pheri,Bipasha Basu,Match2899,Neeraj Vora,
A Wedding,Lillian Diana Gish,Match5070,Robert Bernard Altman,
Peaceful Warrior,Amy L. Smart,Match2370,Dan Millman,
,Svetozar Cvetkovi?,Match3237,Sr?an Vuleti?,
Twenty Minutes of Love,Chester Cooper Conklin,Match16398,,
Golmaal,Rimi Sen,D125288,Niraj Vora,
The Wonderful World of the Brothers Grimm,Yvette Carmen Mimieux,Match3380,William Roberts (screenwriter),
Swimming to Cambodia,Spalding Gray,Match6538,Spalding Gray,
,,Match11169,Abbas Kiarostami,
The Devil Rides Out,Christopher Frank Carandini Lee,Match9481,Richard Matheson,
,Stanley Morner,Match15452,Donald Ogden Stewart,
Halloween III: Season of the Witch,Nancy Kyes,Match10085,Thomas George Wallace,
,Jun Tazaki,Match12994,Shigeru Komatsuzaki,
,Marta Toren,Match15037,Georges Simenon,
,Sean Gunn,Match13088,Lee Kirk,
,Xin Xin Xiong,Match1691,Tsui Hark,
L.A. Story,Stephen Glenn Martin,Match2976,Stephen Glenn Martin,
,Pongsak Pongsuwan,Match10973,,
,Darrell Hammond,Match9305,Bruce Dellis,
,Shatrughan Sinha,Match879,Rajendra Krishan,
,Jorge Rau00FAl Porcel de Peralta,Match9543,Hugo Sofovich,
,Margaret Rutherford,Match12296,Patrick Campbell,
Miss Firecracker,Timothy Francis Robbins,Match8597,Beth Henley,
El Viento,Mariana Briski,Match14898,Graciela Maglie,
,Granville Finkle,D125307,James Marks,
,Luigina Lollobrigida,Match7061,Stanley Mann,
Ningen Johatsu,Shohei Imamura,Match9170,Keiji Hasebe,
Chicken Chaser,Roscoe Arbuckle,Match16200,,
Imagine Me & You,Celia Diana Savile Imrie,Match7068,Ol Parker,
Soldier,Preity Zinta,Match16657,Sachin Bhowmick,
Domestic Disturbance,Teri Polo,Match4726,Gary Drucker,
Captains of the Clouds,Stanley Morner,Match8981,Norman Reilly Raine,
,Jenna Marie Massoli,D125315,Jay Lee,
Four Rooms,Marisa Tomei,Match11123,"Allison Anders
Alexandre Rockwell
Robert Rodriguez
Quentin Tarantino",
Les aventures des Schtroumpfs,Richard Muller,Match11668,Yvan Delporte,
Left for Dead,Steve Byers,D125318,Christopher Harrison,
The Hand,Michael Caine,Match5065,William Oliver Stone,
The Pawnshop,Edna Purviance,Match4322,Maverick Terrell,
The Spanish Prisoner,Biagio Anthony Gazzara,Match241,David Mamet,
Aapathbandhavudu,Jandhyala,Match2920,K. Viswanath,
,Siddique,Match14922,Siddique,
,Anil Kapoor,Match20577,,
Centerfold Girls,Jeremy Slate,Match20956,"Arthur Marks
Bob Peete",
,Fidel Pintos,Match12706,Rodolfo Sciammarella,
,Donnie Mantemarano,Match14510,Adam Rifkin,
,Bill Nowlin,Match3416,Joey Andrews,
,AnnaLynne McCord,D125329,Jeffrey Reddick,
Isn't Life Terrible?,Charlie Chase,Match8850,,
,Rodney Sturt Taylor,Match10116,Ernest K. Gann,
The Lost World,Fernando Lamas,Match6560,Charles Bennett (screenwriter),
,John Edward Hawkins,Match3469,John Dighton,
,"Elizabeth Tan
Bill Fellows
Damien Hannaway
",D125334,Mike McCarthy,
,Farida Jalal,Match7531,Aziz Quasi,
Babe: Pig in the City,Mary Stein,Match7259,George Miliotis,
,Spencer Bonaventure Tracy,Match21616,Lawrence Hazard,
The Land Beyond the Sunset,Walter Edwin,Match13300,Dorothy G. Shore,
Beginning of the End,Peggie Castle,Match6191,Lester Com,
,Richard Conte,Match11568,Jay Dratler,
,Bill Thurman,D125341,Beverly Sebastion,
In the Year 2889,Neil Fletcher,Match5626,Harold Hoffman,
,Abdel Waress Assar,Match11357,Helmy Halim,
Sink the Bismarck!,Kenneth More,D125344,Edmund H. North,
Miss Fatty's Seaside Lovers,Roscoe Arbuckle,Match11193,,
,Paul Le Mat,Match12677,Reverge Anselmo,
The Man,Luke Goss,Match6720,"Jim Piddock
Margaret Oberman
Stephen Carpenter",
Losing Isaiah,Jessica Phyllis Lange,Match14813,Naomi Foner Gyllenhaal,
Pengabdi Setan,"Ali Albar, Simon Cader, Adang Mansyur",Match13253,,
Lucas,Corey Ian Haim,Match12117,David Seltzer,
,Mohan,D125351,,
,"Rajnikant, Cho, Thengai Seenivasan, YG Magendran, Surulirajan, Ramanathan, Sangili Murugan, Senthamarai, Ramadas, Rathi, Vanitha, Sumalatha",D125352,,
Si Si Senor,Tom Patricola,Match17624,,
Peter Pan,Jason Isaacs,D125354,J. M. Barrie,
,"Sendhamarai,",D125355,,
,Rajnikanth,D125356,,
Gang in Blue,Mario Van Peebles,Match6838,,
,,Match3125,"Terry James

Ken McMullen",
The Letter,Irene Browne,Match20826,Jean de Limur,
Big Dreams Little Tokyo,,Match22678,Dave Boyle,
Champagne Charlie,Betty Warren,Match15104,John Dighton,
My Bus Stop,Brad Light,D125362,,
,Yasuko Matsuyuki,Match6290,"Novel: 
Minoru Taketazu
Screenplay:
Masako Imai",
Chiriakhana,Uttam Kumar,Match7217,Saradindu Bandopaddhyay,
,William Clark Gable,Match8376,Tom Buckingham,
2046,u590Fu7433 (Xiu00E0 Lu00EDn),Match15727,Wong Kar-wai,
,Joe Torry,Match20776,"Alexandre Dumas, père",
Miss Evers' Boys,Alfre Ette Woodard,Match17431,Walter Bernstein,
Love Field,Dennis Dexter Haysbert,Match16051,Don Roos,
,James Blunt,D125370,,
I Am Josh Polonski's Brother,Meg Hartig,Match12312,Raphaël Nadjari,
,B.G. (rapper),Match21289,Steven Esteb,
,Thomas William Selleck,D125373,Trois hommes et un couffin,
Maids and Muslin,Oliver Hardy,Match8370,Anthony Coldeway,
The Trench,Daniel Wroughton Craig,Match21451,William Boyd,
Wild Guitar,Arch Hall Jr.,Match9110,Bob Wehling,
Tenebrae,Carmine Orrico,Match10892,"Dario Argento
",
,,D125378,Vasili Ama?ukeli,
Ek Aur Ek Gyarah,Sanjay Dutt,Match10994,,
Killer Tattoo,Sornsutha Klunmalee,Match10546,Yuthlert Sippapak,
,Murali,Match9061,A. K. Lohithadas,
Full of It,Teri Polo,Match12584,Scott Moore,
Wages of Sin,Bessie Givens,Match19975,Oscar Micheaux,
,Brigitte Helm,Match21952,Charlie Roellinghoff,
,John Cecil Pringle,Match22657,Frances Marion,
The Last Tycoon,Donald Henry Pleasence,Match16230,Harold Pinter,
,Sameera Reddy,D125387,Rajat Arora,
,Farooq Shaikh,Match9442,Sai Paranjpe,
The Laurel-Hardy Murder Case,Oliver Hardy,Match15469,H.M. Walker,
"Me, Natalie",Anna Marie Duke,Match16377,A. Martin Zweiback,
The League of Extraordinary Gentlemen,Tony Curran,Match17446,Alan Moore,
,Frederic Forrest,Match12231,Ross Thomas,
,Sophia Kosow,Match14957,Bartlett Cormack,
,Edmund Anthony Cutlar Purdom,Match9381,"Ernesto Gastaldi
Renzo Genta",
Real: The Movie,Jessica Bohl,Match22193,Borja Manso,
Soldier of Fortune,Eric Alexander Rennie,Match21520,Ernest K. Gann,
Ginger Snaps 2: Unleashed,Katherine Murray,Match13031,Megan Martin,
Sense and Sensibility,Alan Sidney Patrick Rickman,Match9500,Emma Thompson,
,Judy Greer,Match9048,Douglas Horn,
,Genelia D'Souza,D125400,,
My Beautiful Girl Mari,,Match16184,Seo Mi-ae,
FernGully 2: The Magical Rescue,Harry Joseph,Match13584,Richard Tulloch,
,Leslie Hope,Match12524,Matthew Bombeck,
Doctor Zhivago,Alec Guinness de Cuffe,Match18942,Boris Pasternak,
,Martin Seijo,D125405,,
Room 6,Chloe Moretz,Match20670,"Mark Altman 
 Micheal Hurst",
,Yeoh Choo-Kheng,Match20433,Julien Carbon,
,Burton Stephen Lancaster,Match10941,Walter Doniger,
The Super Fight,Muhammad Ali,Match17385,,
He Walked by Night,John Randolph Webb,Match20228,John C. Higgins,
Duet for One,Max Von Sydow,Match14258,Tom Kempinski,
,James Jonah Cummings,Match22266,David M. Evans,
Vingarne,Lars Mauritz Hanson,Match16987,Axel Esbensen,
Cash,Shamita Shetty,Match8582,"Vinay
Yash",
,Vadivelu,Match18428,K.S. Ravikumar,
Dead Man's Cards,Tom Bell,D125416,James Marquand,
,John Wildman (actor),Match9349,Sandy Wilson (director),
,Lindsay Brien,Match20423,Norman Korpi,
The Last Seduction,Linda Fiorentino,Match10478,Steve Barancik,
A Shot at Glory,Libby Langdon,Match22423,Denis O'Neill,
Maria Rosa,Geraldine Farrar,Match10344,William Churchill DeMille,
,Dhritiman Chatterjee,Match19263,Satyajit Ray,
,"Kyaw Ye Aung

 Dwe
 
 Thar Nyi
 Khine Thin Kyi
 Moe Di

 Khin Hlaing

 Chit Phwel

 Min Min

 Sonny

 Moe Kyaw

 Kyu Kyu Thin

 Aye Thida

 San San Win

 U Sein Yoe

 Pyaih Pyu Khaing

 Chit Sa Yar
",D125423,Ni Ko Ye,
,Madhabi Mukherjee,Match18892,"Satyajit Ray, from a story by Narendranath Mitra",
La Jetu00E9e,"Jean Negroni
Etienne Becker
Davos Hanich
Jacques Ledoux
Helene Chatelain",Match11454,Chris Marker,
,Simo Salminen,Match4248,Spede Pasanen,
,Tomas Milian,Match8434,Sergio Donati,
Presenting Lily Mars,Frances Ethel Gumm,Match11774,Booth Tarkington,
School Ties,Matthew Paige Damon,Match21486,Dick Wolf,
December Boys,Teresa Edwina Palmer,D125430,Michael Noonan (writer),
,Vinod Mehra,Match13695,,
,Jason Isaacs,Match13497,Colin Bateman,
Koyla,Madhuri Shankar Dixit,Match8605,Sachin Bhowmick,
Le Million,Jean-Louis Allibert,Match9254,Renu00E9-Lucien Chomette,
Voyage of the Damned,Max Carl Adolf von Sydow,Match8872,Steve Shagan,
Golden Lion,Patrick Nicolas Jean Sixte Ghislain Bauchau,Match14896,Wim Wenders,
,Kulbushan Pandit,Match14185,Binoy Chatterjee,
,Jerome Cowan,Match17013,William Lively,
Talk,Angie Milliken,Match21114,,
Things We Lost in the Fire,David William Duchovny,Match14515,Allan Loeb,
Superbad,William Hader,D125441,Seth Rogen,
Speedway Junky,Jordan Brower,Match16942,Nickolas Perry,
The Boy in Blue,Cynthia Dale,Match16680,Douglas Bowie,
,Daniel Sauli,Match9253,Kevin Jordan,
The Tender Trap,Frank Sinatra,Match18927,Robert Paul Smith,
,,Match16196,Raymond Bernard,
Jury Prize (Cannes Film Festival),Bengt Ekerot,Match17254,Ingmar Bergman,
,Jeffrey Duncan Jones,Match3098,John Hughes (film director),
,,D125449,Olallo Rubio,
,Andrew Hughes (lawyer and actor),D125450,"Sakyo Komatsu
Koji Hashimoto",
A Sunday in Kigali,Luc Picard,Match12707,Gil Courtemanche,
The Chase,Charles Clarence Robert Orville Cummings,Match17266,Philip Yordan,
Lightspeed,Michael Flynn,Match20112,Steve Latshaw,
Gunga Din,Archibald Alec Leach,Match8417,Ben Hecht,
,Mimura,Match17654,Minako Daira,
Stupid Little Golf Video,Bob Donner,Match19502,Henry Beard,
Riding in Cars with Boys,Steven James Zahn,Match13303,Morgan Ward,
Ladies in Lavender,Judith Olivia Dench,Match15883,Charles Dance,
Katok i skripka,"Igor Fomchenko
Vladimir Zamansky",D125459,Andrei Konchalovsky,
Weary Willie's Rags,Harry Lorraine,Match15113,John A. Murphy,
Finding Nemo,Erica Beck,Match2844,Bob Peterson,
Genie Award for Best Motion Picture,Matthew Ferguson,Match15652,Michel Marc Bouchard,
,Maureen FitzSimons,Match18736,Frank Davis (writer),
Witchboard,Stephen Nichols,Match14513,Kevin Tenney,
,Richard Donald Crenna,Match20274,Tracy Torme,
,Ursula Andress,Match11718,Beverley Cross,
Kanal,Teresa Berezowska,Match13508,Jerzy Stefan Stawi?ski,
,Patricia McCormack,Match18935,John Lee Mahin,
Creepshow 2,Mary Leta Dorothy Slaton,Match15995,Stephen King,
,Roger Guenveur Smith,Match12445,Damian Nieman,
,,Match17551,"T. Damodaran

S.N. Swamy",
Our Man in Havana,Alec Guinness de Cuffe,Match11772,Graham Greene,
Babes in Toyland,Keanu Charles Reeves,Match9025,Glen MacDonough,
,Kon Ichikawa,D125474,Shunji Iwai,
,Winfred Jacqueline Fraser-Bisset,Match17270,Patricia Louisiana Knopp,
The Magic 7,Madeline Kahn,D125476,Roger Holzberg,
,"Michael Flores
Jennifer Bryer",D125477,"Steve Nesbit
Eve Hawking",
Serial (film),Russell Hicks,Match2871,Joseph O'Donnell,
Dodge City,Clara Lou Sheridan,Match15235,Robert Buckner,
Qun long xi feng,Billy Chow,Match428,Barry Wong,
Barnacle Bill,Mary Tomlinson,Match11614,Jack Jevne,
The Manchurian Candidate,Jeffrey Wright,Match11679,Richard Condon,
Yuva,Om Puri,Match21172,Mani Ratnam,
The Golem: How He Came Into the World,Paul Wegener,Match19660,Henrik Galeen,
,Edward LeSaint,D125485,,
,Josu00E9 Vicente Ferrer de Otero y Cintru00F3n,Match5410,Edmond Rostand,
The Rise of the Johnsons,John Edwards,Match5411,John A. Murphy,
Mother's Joy,Arthur Stanley Jefferson,Match2477,H. M. Walker,
Friday the 13th Part VIII: Jason Takes Manhattan,Kane Warren Hodder,Match18541,Rob Hedden,
The Saint in London,George Sanders (actor),Match22373,Lynn Root,
,,Match2135,Abbas Kiarostami,
Inside Moves,Anthony Burton,Match15903,Valerie Curtin,
,George William Crisp,Match18315,A. J. Cronin,
The Big Steal,,Match17464,David Parker (director),
Les Mystu00E9res du Chu00E2teau du Du00E9,Le Comte de Beaumont,Match17080,Jacques-André Boiffard,
Doubting Thomas,D.L. Hughley,D125496,"Mark Blutman
David DuBos",
The Champion,Ben Turpin,Match22368,Charlie Chaplin,
Al Franken: God Spoke,Al Franken,Match20617,,
Arachnophobia,Jeffrey Warren Daniels,Match19926,Al Williams,
,Gwyllyn Samuel Newton Ford,Match9566,Burt Kennedy,
,William Claude Rains,Match21382,Hollywood blacklist,
Sanshiro Sugata,Yukiko Todoroki,Match17935,Akira Kurosawa,
,Danton Stone,Match19171,Mitch Markowitz,
Golden Globe Award for Best Motion Picture - Musical or Comedy,Allen Kelsey Grammer,Match13520,Pete Docter,
My Kung-Fu Sweetheart,Leo Ku Kui-Kei,Match16193,Wong Jing,
Elusive Pimpernel,James David Graham Niven,Match1263,"Michael Powell
Emeric Pressburger",
Jude,Liam Cunningham (actor),Match13250,Jude the Obscure,
The Hound of the Baskervilles,John Le Mesurier,Match22450,Peter Bryan,
,John Stockwell,Match13536,"Scott Fields
 Marty Ross 
 John Stockwell",
,Josu00E9 Vicente Ferrer de Otero y Cintru00F3n,Match1381,Josu00E9 Vicente Ferrer de Otero y Cintru00F3n,
,Geoffrey Russell,Match18108,Anthony Greville-Bell,
,Ai Ai delas Alas,Match21165,,
The Alibi,Rebecca Alie Romijn,Match19750,Noah Hawley,
,,Match1729,J. K. Amalou,
,Mija Aleksi?,Match21031,Dušan Kova?evi?,
,William Clark Gable,Match20677,Edward L. Beach,
The House by the Cemetery,"Catriona MacColl,
Paolo Malco,
Giovanni Frezza,
Silvia Collatina,
Dagmar Lassander,
Giovanni De Nava",Match12428,Lucio Fulci,
1991: The Year Punk Broke,,Match38,,
,Tita Merello,Match4231,Eduardo Borrás,
,Abhishek Bachchan,D125520,Javed Akhtar,
The Best Thief in the World,Audra Ann McDonald,Match1988,Jacob Kornbluth,
Clay Pigeons,Vincent Anthony Vaughn,Match12247,Matt Healy,
Passengers,Patrick Joseph Wilson,D125523,Ronnie Christensen,
,Lam Ching-Ying,Match13046,Hung Kam-Bo,
42nd Street,Ethel Hilda Keeler,Match9450,Bradford Ropes,
The Holcroft Covenant,Michael Caine,Match22123,George Axelrod,
Jury Prize (Cannes Film Festival),Ivan Andopov,Match12672,,
,Lorenzo Callender,Match18011,"David L. Cunningham (story) 
 David Walker (story)",
,Yevgeniy Yevstigneyev,Match11696,Vladimir Bortko,
,Zach Galifianakis,Match13703,Jon Zach,
,Nan Grey,Match9379,Austin Parker,
The Court-Martial of Billy Mitchell,Frank James Cooper,Match12565,Emmet Lavery,
,Patrick Nicolas Jean Sixte Ghislain Bauchau,D125533,"Lee Fontanella
Colleen Cochran",
Fly Away Home,Anna Helene Paquin,Match21575,Bill Lishman,
Unbreakable,Walter Bruce Willis,Match1014,Manoj Nelliyattuu Shyamalan,
,Helmut Bakaitis,Match11148,Liz Doran,
The In-Laws,Alan Wolf Arkin,Match1893,Andrew Bergman,
,Sabriye Tenberken,D125538,,
That Summer Day,Susan Wokoma,Match2167,Clive Bradley,
Judgement Day,Coolio,D125540,William Carson,
Hook,Dustin Lee Hoffman,Match22503,J.M. Barrie,
,Kulbhushan Kharbanda,D125542,Vidhu Vinod Chopra,
,Arti Agarwal,Match10097,Paruchuri Brothers,
Beo lian deng,Wen Jiang,Match10505,Dawei Wang,
Gate of Flesh,Satoko Kasai,Match3581,,
The Man from Home,Charles Richman (actor),Match9697,Booth Tarkington,
Resident Evil: Extinction,Milla Jovovich,Match251,Paul W. S. Anderson,
,Nigel Green,Match11194,"John Huston
Gladys Hill",
Dangerous Game,Harvey Keitel,Match13409,Nicholas St. John,
Bodyguard,Lawrence Tierney,Match202,"Fred Niblo, Jr.",
,Leo Gordon,Match20864,Richard Collins (producer),
Eros Plus Massacre,Kazuko Ineno,Match18758,Yoshishige Yoshida,
Love Story 2050,Priyanka Chopra,D125553,Harry Baweja,
I Girasoli,Lyudmila Savelyeva,Match10499,Giorgi Mdivani,
Universal Pictures,,Match5207,,
12 + 1,George Orson Welles,Match11255,Antonio Altoviti,
,Olavi Ahonen,D125557,Aapeli,
,Kamal Haasan,D125558,,
,Dharam Pishorimal Anand,Match10209,Vijay Anand,
,Rajendra Kumar,Match10108,,
,Timothy Alan Dick,D125561,Michael Arndt,
,James Langston Edmund Caan,Match21915,Gene R. Kearney,
Little Athens,Erica Leerhsen,D125563,"Jeff Zuber
Tom Zuber",
,Anna Mazzamauro,Match6604,Paolo Villaggio,
Some Like It Hot,Joseph Evans Brown,Match11191,Samuel Wilder,
Quackser Fortune Has a Cousin in the Bronx,Margot Kidder,Match3231,Gabriel Walsh,
,Jane Sibbett,Match22824,,
Anand,Anish Kuruvilla,Match22505,Sekhar Kammula,
,Cynthia Gibb,Match1260,Rowdy Herrington,
,Dharmendra,Match13883,,
Basic Instinct 2,David Wheeler,Match10161,Henry Bean,
,Claire Trevor,Match6069,"Charles Gordon Booth (novel Mr. Angel Comes Aboard)
Frank Gruber (adaptation)
Steve Fisher",
Date Movie,Jennifer Coolidge,Match10891,"Jason Friedberg
Aaron Seltzer",
,Richard Rama Gutierrez,D125574,Raquel Villavicencio,
Sons of Provo,Jennifer Erekson,Match8006,"Peter Brown,
 Will Swenson",
Hoosiers,Sheb Wooley,Match2640,Angelo Pizzo,
Denise Calls Up,,Match20516,Hal Salwen,
Alila,Uri Klauzner,Match19534,Amos Weinraub,
Avalon,Joan Ann Plowright,D125579,Barry Levinson,
,,Match10068,William Shakespeare,
,Ramesh Khanna,D125581,,
The Shanghai Gesture,Victor Mature,Match1345,John Colton (play),
The Long Voyage Home,Marion Robert Morrison,Match8500,Eugene O'Neill,
